place,run.id,run.weblink,run.game,run.level,run.category,run.videos.links,run.comment,run.status.status,run.status.examiner,run.status.verify-date,run.players,run.date,run.submitted,run.times.primary,run.times.primary_t,run.times.realtime,run.times.realtime_t,run.times.realtime_noloads,run.times.realtime_noloads_t,run.times.ingame,run.times.ingame_t,run.system.platform,run.system.emulated,run.system.region,run.splits,run.values.e8m7em86,run.values.kn04ewol,run.splits.rel,run.splits.uri
112,mr1lj5dz,https://www.speedrun.com/sm64/run/mr1lj5dz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/Y-llz2AAths'}],,verified,1xyky4n8,2021-06-12T14:52:15Z,"[{'rel': 'user', 'id': '8l0g37v8', 'uri': 'https://www.speedrun.com/api/v1/users/8l0g37v8'}]",2021-06-07,2021-06-07T21:40:40Z,PT12M,720,PT12M,720,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
113,zpk85dvy,https://www.speedrun.com/sm64/run/zpk85dvy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=20FKkBwe4ts'}],"sorry for loud music.

mod note: leave milliseconds field clear when submitting to avoid auto rejection.",verified,8q316z7j,2025-01-21T21:52:26Z,"[{'rel': 'user', 'id': '8qr5nl0j', 'uri': 'https://www.speedrun.com/api/v1/users/8qr5nl0j'}]",2025-01-20,2025-01-20T22:58:23Z,PT13M31S,811,PT13M31S,811,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
114,y6qlpgpz,https://www.speedrun.com/sm64/run/y6qlpgpz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/7gL9znHqDTo'}],YAAYAYAYAYAYAYAAYYY,verified,8q3dqn7j,2023-09-26T20:00:41Z,"[{'rel': 'user', 'id': '81m4wnq8', 'uri': 'https://www.speedrun.com/api/v1/users/81m4wnq8'}]",2023-09-24,2023-09-24T20:57:45Z,PT13M35S,815,PT13M35S,815,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
115,zgedl2ny,https://www.speedrun.com/sm64/run/zgedl2ny,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1853456756'}],"forgot to offset by a second on splits, but got a 0 run done!",verified,qxkm6mj0,2023-06-23T14:09:34Z,"[{'rel': 'user', 'id': 'j20qnrlx', 'uri': 'https://www.speedrun.com/api/v1/users/j20qnrlx'}]",2023-06-23,2023-06-23T04:28:12Z,PT14M17S,857,PT14M17S,857,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
116,zpx0wdvm,https://www.speedrun.com/sm64/run/zpx0wdvm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/2201737076'}],PLS don't use headphones for verification for your sanity,verified,8lpgwllj,2024-07-19T23:16:26Z,"[{'rel': 'user', 'id': '8g51pypj', 'uri': 'https://www.speedrun.com/api/v1/users/8g51pypj'}]",2024-07-19,2024-07-19T14:41:09Z,PT16M46S,1006,PT16M46S,1006,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
117,m7wjqg9z,https://www.speedrun.com/sm64/run/m7wjqg9z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=_7j3YaU4T_M'}],,verified,zx7gkrx7,2022-03-11T06:55:14Z,"[{'rel': 'user', 'id': '86vm37pj', 'uri': 'https://www.speedrun.com/api/v1/users/86vm37pj'}]",2022-03-10,2022-03-11T04:37:25Z,PT18M21S,1101,PT18M21S,1101,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
118,z5pv69nm,https://www.speedrun.com/sm64/run/z5pv69nm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/QdV9Ro6ukp8'}],,verified,qxk4wo6j,2023-06-24T04:54:30Z,"[{'rel': 'user', 'id': 'jn3kg62x', 'uri': 'https://www.speedrun.com/api/v1/users/jn3kg62x'}]",2023-06-23,2023-06-24T00:44:17Z,PT19M43S,1183,PT19M43S,1183,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
119,m300dd4m,https://www.speedrun.com/sm64/run/m300dd4m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/YL2bzDkLZiU'}],"will improve, everything after ddd skip was horrible due to insane nerves",verified,8lpgwllj,2024-05-12T23:51:48Z,"[{'rel': 'user', 'id': 'zxzz9vex', 'uri': 'https://www.speedrun.com/api/v1/users/zxzz9vex'}]",2024-05-12,2024-05-12T22:16:32Z,PT20M2S,1202,PT20M2S,1202,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
120,yo6dpl0y,https://www.speedrun.com/sm64/run/yo6dpl0y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=kZ2vADt95Lw'}],"bad, gg",verified,qxkm6mj0,2021-09-17T21:58:28Z,"[{'rel': 'user', 'id': '18vdp928', 'uri': 'https://www.speedrun.com/api/v1/users/18vdp928'}]",2021-09-17,2021-09-17T21:06:38Z,PT20M43S,1243,PT20M43S,1243,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
121,m7e5rxez,https://www.speedrun.com/sm64/run/m7e5rxez,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=t8Qk1BWUY4g'}],OMG I did it !!!!!,verified,j2w1w5lj,2025-01-06T17:29:40Z,"[{'rel': 'user', 'id': '8go0g47x', 'uri': 'https://www.speedrun.com/api/v1/users/8go0g47x'}]",2025-01-04,2025-01-04T14:29:37Z,PT21M4S,1264,PT21M4S,1264,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
122,yw4jx19z,https://www.speedrun.com/sm64/run/yw4jx19z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=TpVZ2oYYlQY'}],"? I FINALLY GOT A 0 STAR RUN ? SUPER MARIO 64 ? 0 STAR ⭐ SPEEDRUN ⏰ 26:16.24 ? iZePlayz

Game: Super Mario 64
Speedrun Category: 0 Star
Platform: Emulator
Game-Region: Japan
Time: 26:16.24",verified,v813dylx,2019-09-25T18:53:06Z,"[{'rel': 'user', 'id': 'qj2rw3ox', 'uri': 'https://www.speedrun.com/api/v1/users/qj2rw3ox'}]",2019-09-21,2019-09-21T02:59:53Z,PT26M16S,1576,PT26M16S,1576,,0,,0,w89rwelk,True,o316x197,,5lmoxk01,5q8e86rq,,
123,y4gp7w3y,https://www.speedrun.com/sm64/run/y4gp7w3y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=e_N3C1yaAW4'}],"very awesome

mod note: 'verified: no' due to 24 fps recording, for emu you preferably want to record at 30 fps, retimed to 45:06",verified,zx7gkrx7,2023-04-19T21:03:23Z,"[{'rel': 'user', 'id': 'qxk59y7x', 'uri': 'https://www.speedrun.com/api/v1/users/qxk59y7x'}]",2023-04-18,2023-04-18T17:01:46Z,PT45M6S,2706,PT45M6S,2706,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,4qyxop3l,,
124,me3elj9z,https://www.speedrun.com/sm64/run/me3elj9z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1499250176'}],"just did this for fun, I don't have any plans to properly learn DDD Skip or anything. The brain behind the run is Cysse64, thanks for telling me what to do ^^",verified,zx7gkrx7,2022-06-11T03:17:17Z,"[{'rel': 'user', 'id': 'j5vgmmg8', 'uri': 'https://www.speedrun.com/api/v1/users/j5vgmmg8'}]",2022-06-09,2022-06-09T20:50:07Z,PT47M43S,2863,PT47M43S,2863,,0,,0,w89rwelk,True,pr184lqn,,5lmoxk01,5q8e86rq,,
