id,started,ended,realTime,Bomb Clip (1),Womps (6),CCM (8),DW (Bowser),SSL (11),LLL (12),HMC (15),MIPS,DDD (16),FS (Bowser),BLJS,BITS (Bowser)
418,2025-03-31 02:33:28,2025-03-31 02:36:21,,,,,,,,,,,,,
419,2025-03-31 02:36:23,2025-03-31 02:38:03,,,,,,,,,,,,,
420,2025-03-31 02:38:05,2025-03-31 02:39:07,,,,,,,,,,,,,
421,2025-03-31 02:39:09,2025-03-31 02:47:07,,00:01:37.5688044,00:03:28.8604798,00:01:27.8964240,,,,,,,,,
422,2025-03-31 21:43:13,2025-03-31 21:56:40,,00:01:48.4149560,00:06:25.0887648,00:01:47.0435328,,,,,,,,,
423,2025-03-31 22:09:29,2025-03-31 22:39:35,00:30:07.1823529,00:02:17.8154621,00:04:50.4965682,00:01:27.8491668,00:02:28.0498180,00:01:36.3689753,00:00:45.7306143,00:02:26.2685057,00:01:55.3154403,00:00:46.9189034,00:02:54.2500667,00:01:16.7929072,00:07:21.3259249
424,2025-03-31 22:42:29,2025-03-31 23:11:06,00:28:38.1371596,00:01:49.5372538,00:03:38.3137523,00:01:26.8847478,00:05:33.4069046,00:01:47.3575909,00:00:37.2509178,00:01:38.0138537,00:00:57.9872061,00:00:50.5651794,00:02:30.5896579,00:04:39.1085905,00:03:09.1215048
425,2025-03-31 23:11:49,2025-03-31 23:35:03,,00:01:51.6366279,00:04:06.2241151,00:01:29.4553101,00:02:35.8698217,00:02:14.0944693,00:00:37.7465811,,,,,,
426,2025-03-31 23:38:58,2025-03-31 23:52:51,,,,,,,,,,,,,
427,2025-04-02 05:20:18,2025-04-02 05:47:45,00:27:28.7314874,00:02:02.4219328,00:05:08.8297484,00:01:31.8078758,00:03:54.6232084,00:01:45.1944603,00:00:57.7353696,00:02:02.4286462,00:01:32.2396338,00:00:47.9926496,00:01:51.0820328,00:02:16.5784064,00:03:37.7975233
428,2025-04-02 05:49:06,2025-04-02 05:50:28,,,,,,,,,,,,,
429,2025-04-02 05:50:28,2025-04-02 06:14:09,00:23:42.9812031,00:01:50.5947685,00:04:37.3422368,00:01:37.0275721,00:02:53.3175902,00:02:21.3111860,00:00:37.6693226,00:01:28.5034606,00:00:51.0953055,00:00:45.5894161,00:02:51.1424091,00:01:03.2484735,00:02:46.1394621
430,2025-04-02 06:15:05,2025-04-02 06:24:44,,00:01:47.9243353,00:04:01.9631516,00:01:35.9737530,,,,,,,,,
431,2025-04-02 06:24:45,2025-04-02 06:29:38,,00:01:42.3504245,,,,,,,,,,,
432,2025-04-02 06:29:38,2025-04-02 06:52:00,00:22:23.7471589,00:01:48.9064381,00:04:11.9511049,00:01:31.4207352,00:03:07.9696527,00:01:26.5044508,00:00:35.2953363,00:01:29.3248605,00:01:46.1859984,00:00:47.1687563,00:01:38.2546130,00:01:31.6831521,00:02:29.0820606
433,2025-04-02 06:52:28,2025-04-02 06:52:42,,,,,,,,,,,,,
434,2025-04-02 06:52:42,2025-04-02 07:14:09,,00:01:48.5585676,00:04:09.6084355,00:01:32.6458952,00:03:32.6069557,00:01:39.6887977,00:00:37.6509464,00:02:23.2347505,00:01:10.2059760,00:00:44.9054813,00:01:37.9664834,00:01:53.1747119,
435,2025-04-02 07:14:09,2025-04-02 07:36:01,00:21:53.4233622,00:01:43.4306767,00:04:16.0617587,00:01:29.1765111,00:02:29.9817407,00:01:28.8102162,00:00:35.3903248,00:01:34.2983286,00:01:01.4800138,00:00:47.0498280,00:02:15.5703693,00:01:31.9456360,00:02:40.2279583
436,2025-04-07 17:25:35,2025-04-07 17:31:01,,00:01:41.0276297,,,,,,,,,,,
437,2025-04-07 17:31:01,2025-04-07 17:31:57,,,,,,,,,,,,,
438,2025-04-07 17:31:57,2025-04-07 17:46:42,,00:01:38.4505199,00:03:34.5478602,00:01:33.4933664,00:02:25.8949568,00:01:29.3134404,00:00:34.7308960,00:01:28.0284937,00:00:56.5676574,,,,
439,2025-04-07 17:46:42,2025-04-07 17:48:21,,,,,,,,,,,,,
440,2025-04-07 17:48:21,2025-04-07 17:49:24,,,,,,,,,,,,,
441,2025-04-07 17:49:24,2025-04-07 17:53:16,,00:01:48.2345361,,,,,,,,,,,
442,2025-04-07 17:53:16,2025-04-07 18:04:00,,00:01:37.5905841,00:03:34.8589456,00:01:26.1590387,00:02:15.8542731,,,,,,,,
443,2025-04-07 18:04:00,2025-04-07 18:05:06,,,,,,,,,,,,,
444,2025-04-07 18:05:06,2025-04-07 18:12:41,,00:01:55.0168711,00:03:25.1866655,00:01:27.7989651,,,,,,,,,
445,2025-04-07 18:12:41,2025-04-07 18:18:50,,00:01:48.5930502,00:03:33.9349082,,,,,,,,,,
446,2025-04-07 18:18:50,2025-04-07 18:38:31,,00:01:37.6460597,00:03:39.9043795,00:01:26.7510625,00:02:19.9824230,00:01:33.9413344,00:00:33.5302186,00:01:28.0305606,00:00:44.2190332,00:00:44.1606942,00:01:37.9293018,00:01:51.9431420,
447,2025-04-07 18:38:31,2025-04-07 18:40:27,,,,,,,,,,,,,
448,2025-04-07 18:42:36,2025-04-07 18:42:49,,,,,,,,,,,,,
449,2025-04-07 18:43:02,2025-04-07 18:45:07,,,,,,,,,,,,,
450,2025-04-07 18:45:07,2025-04-07 18:48:18,,,,,,,,,,,,,
451,2025-04-07 18:52:07,2025-04-07 19:07:21,,,,,,,,,,,,,
452,2025-04-07 19:18:09,2025-04-07 19:18:15,,,,,,,,,,,,,
453,2025-04-07 19:36:48,2025-04-07 19:36:55,,,,,,,,,,,,,
454,2025-04-07 19:36:55,2025-04-07 19:38:49,,,,,,,,,,,,,
455,2025-04-07 19:38:49,2025-04-07 19:41:22,,00:01:37.6454152,,,,,,,,,,,
456,2025-04-07 19:41:22,2025-04-07 19:43:04,,,,,,,,,,,,,
457,2025-04-07 19:43:04,2025-04-07 19:44:08,,,,,,,,,,,,,
458,2025-04-07 19:44:08,2025-04-07 19:45:53,,,,,,,,,,,,,
459,2025-04-07 19:45:53,2025-04-07 19:48:43,,00:01:46.3389184,,,,,,,,,,,
460,2025-04-07 19:48:43,2025-04-07 19:53:35,,00:01:37.6141659,,,,,,,,,,,
461,2025-04-07 19:53:35,2025-04-07 19:56:01,,00:01:40.6692601,,,,,,,,,,,
462,2025-04-07 19:56:01,2025-04-07 19:57:47,,,,,,,,,,,,,
463,2025-04-07 19:57:47,2025-04-07 20:16:52,00:19:06.6008006,00:01:48.5273196,00:03:23.8903333,00:01:25.1417548,00:02:18.8329727,00:01:32.9468533,00:00:33.9235050,00:01:28.5305187,00:00:51.9373598,00:00:48.1364977,00:01:36.5014961,00:00:57.3460627,00:02:20.8861269
464,2025-04-07 20:19:34,2025-04-07 20:22:18,,00:01:40.0376174,,,,,,,,,,,
465,2025-04-07 20:22:18,2025-04-07 20:22:29,,,,,,,,,,,,,
466,2025-04-07 20:22:29,2025-04-07 20:25:08,,00:01:38.2369797,,,,,,,,,,,
467,2025-04-07 20:25:08,2025-04-07 20:26:45,,,,,,,,,,,,,
468,2025-04-07 20:26:45,2025-04-07 20:29:25,,00:01:40.8582014,,,,,,,,,,,
469,2025-04-07 20:29:25,2025-04-07 20:31:17,,,,,,,,,,,,,
470,2025-04-08 20:49:06,2025-04-08 21:00:00,,00:01:39.7001237,00:03:30.4654988,00:01:32.1276063,00:02:21.8551949,,,,,,,,
471,2025-04-08 21:00:00,2025-04-08 21:02:38,,00:01:39.4259469,,,,,,,,,,,
472,2025-04-08 21:02:38,2025-04-08 21:23:02,00:20:25.2260926,00:01:39.1755535,00:03:29.1226095,00:01:28.0782651,00:02:21.7780421,00:01:32.0618218,00:00:34.0164024,00:01:21.4867942,00:01:02.8861785,00:00:51.1580844,00:02:17.1008028,00:01:49.8322597,00:01:58.5292786
473,2025-04-08 21:24:06,2025-04-08 21:25:41,,,,,,,,,,,,,
474,2025-04-08 21:25:41,2025-04-08 21:33:16,,00:01:48.6839387,00:03:25.7287009,00:01:35.4239138,,,,,,,,,
475,2025-04-08 21:33:16,2025-04-08 21:37:12,,00:01:47.7623957,,,,,,,,,,,
476,2025-04-08 21:37:12,2025-04-08 21:38:48,,,,,,,,,,,,,
477,2025-04-08 21:38:48,2025-04-08 21:52:32,,00:01:50.4769555,00:03:30.6904151,00:01:34.2263523,00:02:18.2692253,00:01:33.0728532,00:00:37.9295661,00:01:20.8212188,,,,,
478,2025-04-08 21:52:32,2025-04-08 21:54:07,,,,,,,,,,,,,
479,2025-04-08 21:54:07,2025-04-08 21:55:50,,,,,,,,,,,,,
480,2025-04-08 21:55:50,2025-04-08 22:03:17,,00:01:46.4103850,00:03:29.4009405,00:01:28.9213517,,,,,,,,,
481,2025-04-08 22:03:17,2025-04-08 22:05:57,,00:01:37.4650339,,,,,,,,,,,
482,2025-04-08 22:06:11,2025-04-08 22:06:30,,,,,,,,,,,,,
483,2025-04-08 22:06:57,2025-04-08 22:08:42,,,,,,,,,,,,,
484,2025-04-08 22:16:41,2025-04-08 22:19:20,,,,,,,,,,,,,
485,2025-04-08 23:22:42,2025-04-08 23:23:16,,,,,,,,,,,,,
486,2025-04-08 23:23:16,2025-04-08 23:37:10,,00:01:38.8129910,00:03:30.3417795,00:01:26.8260143,00:02:11.5500917,00:01:28.5595091,00:00:33.1295296,00:01:49.0138841,,,,,
487,2025-04-08 23:37:10,2025-04-08 23:38:48,,,,,,,,,,,,,
488,2025-04-08 23:38:48,2025-04-08 23:39:58,,,,,,,,,,,,,
489,2025-04-08 23:39:58,2025-04-08 23:42:55,,00:01:38.0904502,,,,,,,,,,,
490,2025-04-08 23:42:55,2025-04-08 23:45:21,,00:01:40.7963491,,,,,,,,,,,
491,2025-04-08 23:45:21,2025-04-08 23:48:31,,00:01:38.3625237,,,,,,,,,,,
492,2025-04-08 23:48:31,2025-04-08 23:59:42,,00:01:53.7785914,00:03:24.8943963,00:01:25.7362648,00:02:22.8718243,00:01:33.6676263,,,,,,,
493,2025-04-08 23:59:42,2025-04-09 00:02:20,,00:01:39.7910076,,,,,,,,,,,
494,2025-04-09 00:02:20,2025-04-09 00:06:11,,00:01:38.0935572,,,,,,,,,,,
495,2025-04-09 00:06:11,2025-04-09 00:07:48,,,,,,,,,,,,,
496,2025-04-09 00:07:48,2025-04-09 00:08:59,,,,,,,,,,,,,
497,2025-04-09 00:08:59,2025-04-09 00:11:34,,00:01:47.3688479,,,,,,,,,,,
498,2025-04-09 00:11:34,2025-04-09 00:13:10,,,,,,,,,,,,,
499,2025-04-09 00:13:10,2025-04-09 00:14:51,,,,,,,,,,,,,
500,2025-04-09 00:14:51,2025-04-09 00:16:40,,,,,,,,,,,,,
501,2025-04-09 00:16:40,2025-04-09 00:20:08,,00:01:39.4682942,,,,,,,,,,,
502,2025-04-09 00:20:08,2025-04-09 00:21:51,,,,,,,,,,,,,
503,2025-04-09 00:21:51,2025-04-09 00:39:51,,00:01:38.8218955,00:03:26.4265532,00:01:24.8531045,00:02:15.4386306,00:01:30.1906371,00:00:37.8249865,00:01:23.4966855,00:00:46.4129795,00:00:54.2682792,00:02:01.7729655,00:01:01.9985470,
504,2025-04-09 21:01:49,2025-04-09 21:02:17,,,,,,,,,,,,,
505,2025-04-09 21:18:58,2025-04-09 21:20:23,,,,,,,,,,,,,
506,2025-04-09 21:20:23,2025-04-09 21:22:00,,,,,,,,,,,,,
507,2025-04-09 21:22:00,2025-04-09 21:24:42,,00:01:57.5150426,,,,,,,,,,,
508,2025-04-09 21:24:42,2025-04-09 21:43:22,,00:01:39.2284735,00:03:41.5984463,00:01:24.9063832,00:02:15.4553631,00:01:30.7251978,00:00:34.7205395,00:01:25.0225241,00:00:56.2446482,00:00:47.4192639,00:01:46.3335772,00:01:01.3715206,
509,2025-04-09 21:43:22,2025-04-09 21:45:08,,,,,,,,,,,,,
510,2025-04-09 21:45:08,2025-04-09 21:46:51,,,,,,,,,,,,,
511,2025-04-09 21:46:51,2025-04-09 21:48:36,,,,,,,,,,,,,
512,2025-04-09 21:48:36,2025-04-09 21:50:31,,,,,,,,,,,,,
513,2025-04-09 21:50:31,2025-04-09 21:59:04,,00:01:39.7169588,00:03:41.0243426,00:01:32.2211908,,,,,,,,,
514,2025-04-09 21:59:04,2025-04-09 22:11:03,,00:01:41.1661444,00:03:20.0791323,00:01:44.0640458,00:02:13.9796959,00:01:31.2027047,00:00:34.3978339,,,,,,
515,2025-04-09 22:11:03,2025-04-09 22:23:15,,00:01:51.0588590,00:03:24.2561733,00:01:28.7276522,00:02:13.9205507,00:01:45.6404687,00:00:35.3596613,,,,,,
516,2025-04-09 22:23:15,2025-04-09 22:24:50,,,,,,,,,,,,,
517,2025-04-09 22:24:50,2025-04-09 22:25:02,,,,,,,,,,,,,
518,2025-04-09 22:25:02,2025-04-09 22:26:37,,,,,,,,,,,,,
519,2025-04-09 22:26:37,2025-04-09 22:34:36,,00:01:38.3310354,00:03:35.3203143,00:01:28.0377162,,,,,,,,,
520,2025-04-09 22:34:36,2025-04-09 22:39:01,,,,,,,,,,,,,
521,2025-04-09 22:39:01,2025-04-09 22:40:44,,,,,,,,,,,,,
522,2025-04-09 22:40:44,2025-04-09 22:48:49,,00:01:39.5288849,00:03:38.5318047,00:01:24.2931361,,,,,,,,,
523,2025-04-09 22:48:49,2025-04-09 22:50:35,,,,,,,,,,,,,
524,2025-04-09 22:50:35,2025-04-09 22:51:53,,,,,,,,,,,,,
525,2025-04-09 22:51:53,2025-04-09 22:54:37,,00:01:48.1533348,,,,,,,,,,,
526,2025-04-09 22:54:37,2025-04-09 22:55:48,,,,,,,,,,,,,
527,2025-04-09 22:55:48,2025-04-09 22:56:51,,,,,,,,,,,,,
528,2025-04-09 22:56:51,2025-04-09 22:58:30,,,,,,,,,,,,,
529,2025-04-09 22:58:30,2025-04-09 23:00:04,,,,,,,,,,,,,
530,2025-04-09 23:00:04,2025-04-09 23:18:22,,00:01:38.2457560,00:03:30.2484742,00:01:25.0473453,00:02:26.8009667,00:01:29.6002779,00:00:35.6348458,00:01:22.1955757,00:00:55.5143140,00:00:43.3744618,00:01:53.4551946,00:01:01.7121490,
531,2025-04-09 23:18:22,2025-04-09 23:20:15,,,,,,,,,,,,,
532,2025-04-09 23:20:15,2025-04-09 23:40:08,,00:01:40.3217112,00:03:21.9837714,00:01:26.9746437,00:02:14.2926747,00:01:33.2315861,00:00:33.3332539,00:01:33.1394631,00:00:44.7820167,00:00:59.0275557,00:01:39.6519273,00:01:26.8278493,
533,2025-04-09 23:40:08,2025-04-09 23:41:51,,,,,,,,,,,,,
534,2025-04-09 23:41:51,2025-04-09 23:43:28,,,,,,,,,,,,,
535,2025-04-09 23:43:28,2025-04-09 23:44:32,,,,,,,,,,,,,
536,2025-04-09 23:44:32,2025-04-09 23:46:07,,,,,,,,,,,,,
537,2025-04-09 23:46:07,2025-04-09 23:49:33,,00:01:43.0759474,,,,,,,,,,,
538,2025-04-09 23:49:33,2025-04-09 23:49:43,,,,,,,,,,,,,
539,2025-04-14 22:15:17,2025-04-14 22:15:23,,,,,,,,,,,,,
540,2025-04-14 22:49:00,2025-04-14 22:50:36,,,,,,,,,,,,,
541,2025-04-14 22:50:36,2025-04-14 23:10:17,,00:01:49.4049759,00:03:30.4427538,00:01:25.3418290,00:02:10.5441866,00:01:35.3904418,00:00:35.7866485,00:01:21.5723592,00:01:40.8362388,00:00:46.9758533,00:01:38.9784351,00:01:32.1998269,
542,2025-04-14 23:10:17,2025-04-14 23:11:50,,,,,,,,,,,,,
543,2025-04-14 23:11:50,2025-04-14 23:13:25,,,,,,,,,,,,,
544,2025-04-14 23:13:25,2025-04-14 23:34:18,00:20:53.6982266,00:01:38.2321269,00:03:28.3920083,00:01:24.8278340,00:02:25.9991120,00:01:31.4005900,00:00:35.4088567,00:01:24.2874953,00:00:46.4505847,00:00:44.7663505,00:01:42.3331064,00:01:49.0732790,00:03:22.5268828
545,2025-04-14 23:34:33,2025-04-14 23:36:43,,,,,,,,,,,,,
546,2025-04-14 23:36:43,2025-04-14 23:40:01,,00:01:47.6930810,,,,,,,,,,,
547,2025-04-14 23:40:01,2025-04-14 23:41:42,,,,,,,,,,,,,
548,2025-04-14 23:41:42,2025-04-14 23:43:45,,,,,,,,,,,,,
549,2025-04-14 23:44:12,2025-04-14 23:47:12,,,,,,,,,,,,,
550,2025-04-14 23:47:17,2025-04-14 23:47:24,,,,,,,,,,,,,
551,2025-04-14 23:47:24,2025-04-14 23:51:48,,,,,,,,,,,,,
552,2025-04-14 23:51:48,2025-04-14 23:55:13,,00:01:38.9268678,,,,,,,,,,,
553,2025-04-14 23:55:13,2025-04-15 00:13:34,,00:01:47.2271434,00:03:15.5019292,00:01:27.8073866,00:02:12.3359868,00:01:29.5519168,00:00:35.9235007,00:01:27.5318154,00:00:53.5843427,00:00:44.8306086,00:01:39.1549048,00:01:49.8260438,
554,2025-04-15 00:13:34,2025-04-15 00:33:33,00:19:59.9191558,00:01:38.5029720,00:03:24.7891320,00:01:34.3890630,00:02:26.6743406,00:01:39.6707216,00:00:37.8812447,00:01:23.1843421,00:00:46.5754809,00:00:44.6649331,00:01:38.3847722,00:01:12.5011698,00:02:52.7009838
555,2025-04-15 00:33:38,2025-04-15 00:53:54,00:20:17.7437687,00:01:38.0415911,00:03:36.5271842,00:01:26.5583387,00:02:07.0609915,00:01:43.2725515,00:00:34.8482392,00:01:21.2054406,00:00:52.4113810,00:00:44.0620606,00:01:49.3926464,00:01:55.4537164,00:02:28.9096275
556,2025-04-15 00:54:55,2025-04-15 00:56:34,,,,,,,,,,,,,
557,2025-04-15 00:56:34,2025-04-15 01:12:25,,00:01:48.3713654,00:03:26.5115727,00:01:27.1860153,00:02:29.3214961,00:01:39.5398661,00:00:37.7700984,00:01:26.6630692,00:00:42.1571397,00:00:49.7431969,,,
558,2025-04-15 01:12:25,2025-04-15 01:14:58,,00:01:39.9059927,,,,,,,,,,,
559,2025-04-15 01:14:58,2025-04-15 01:16:40,,,,,,,,,,,,,
560,2025-04-15 01:16:40,2025-04-15 01:18:25,,,,,,,,,,,,,
561,2025-04-15 01:18:25,2025-04-15 01:20:11,,,,,,,,,,,,,
562,2025-04-15 01:20:11,2025-04-15 01:33:43,,00:01:37.6517793,00:03:41.6047283,00:01:25.2329009,00:02:11.3936981,00:01:29.1171623,00:00:33.6743265,00:02:01.3062280,,,,,
563,2025-04-15 01:33:43,2025-04-15 01:35:27,,,,,,,,,,,,,
564,2025-04-15 01:35:27,2025-04-15 01:47:37,,00:01:38.7194096,00:03:20.9576927,00:01:44.3182375,00:02:27.1284201,00:01:26.3756215,00:00:44.0479462,,,,,,
565,2025-04-15 01:47:37,2025-04-15 01:53:59,,00:01:39.6963790,00:03:25.2428695,,,,,,,,,,
566,2025-04-15 01:53:59,2025-04-15 01:57:45,,00:01:38.0684403,,,,,,,,,,,
567,2025-04-15 01:57:45,2025-04-15 01:59:20,,,,,,,,,,,,,
568,2025-04-15 01:59:20,2025-04-15 02:09:29,,00:01:40.5401499,00:03:27.3752315,00:01:28.1685172,00:02:38.5201812,,,,,,,,
569,2025-04-15 02:09:29,2025-04-15 02:27:23,,00:01:37.9177781,00:03:16.7719119,00:01:28.0574005,00:02:06.7674518,00:01:26.2199803,00:00:40.5192083,00:01:21.0967761,00:00:50.3706588,00:00:44.8693253,00:02:36.2975265,00:01:02.7848706,
570,2025-04-15 02:27:23,2025-04-15 02:28:25,,,,,,,,,,,,,
571,2025-04-15 02:28:25,2025-04-15 02:38:30,,00:01:38.8682306,,,,,,,,,,,
572,2025-04-15 02:38:30,2025-04-15 02:40:10,,,,,,,,,,,,,
573,2025-04-15 02:40:10,2025-04-15 02:41:14,,,,,,,,,,,,,
574,2025-04-15 02:41:14,2025-04-15 02:45:54,,00:01:40.9831540,,,,,,,,,,,
575,2025-04-15 02:45:54,2025-04-15 02:53:30,,00:01:42.6252744,00:03:37.4812343,00:01:31.3272544,,,,,,,,,
576,2025-04-15 02:53:30,2025-04-15 03:00:52,,00:01:40.6372561,00:03:29.4085253,00:01:27.3592086,,,,,,,,,
577,2025-04-15 03:00:52,2025-04-15 03:20:19,00:19:27.7377279,00:01:38.2450215,00:03:21.4545466,00:01:24.8162931,00:02:08.5485387,00:01:38.8488401,00:00:34.7454091,00:01:28.5373199,00:01:05.8441830,00:00:46.5955308,00:01:50.4451099,00:01:01.8396445,00:02:27.8172907
578,2025-04-15 03:20:34,2025-04-15 03:22:09,,,,,,,,,,,,,
579,2025-04-15 03:22:09,2025-04-15 03:23:44,,,,,,,,,,,,,
580,2025-04-15 03:23:44,2025-04-15 03:35:53,,00:01:38.9703086,00:03:27.3186718,00:01:27.0769366,00:02:20.5054524,00:01:29.6186607,00:00:42.1671470,,,,,,
581,2025-04-15 03:35:53,2025-04-15 03:36:56,,,,,,,,,,,,,
582,2025-04-15 03:36:56,2025-04-15 03:45:08,,00:01:38.2065199,00:03:15.3967258,00:01:25.6098996,,,,,,,,,
583,2025-04-15 03:45:08,2025-04-15 04:01:14,,00:01:38.3643319,00:03:18.3831710,00:01:24.5305514,00:02:18.9561466,00:01:27.1516268,00:00:35.4234794,00:01:26.4002447,00:01:02.1906062,00:01:17.2202903,,,
584,2025-04-15 04:01:14,2025-04-15 04:02:48,,,,,,,,,,,,,
585,2025-04-15 04:02:48,2025-04-15 04:04:25,,,,,,,,,,,,,
586,2025-04-15 04:04:25,2025-04-15 04:14:49,,00:01:37.3990053,00:03:34.3832500,00:01:24.5924393,00:02:16.7987918,,,,,,,,
587,2025-04-15 04:14:49,2025-04-15 04:16:48,,,,,,,,,,,,,
588,2025-04-15 04:16:48,2025-04-15 04:19:21,,00:01:38.7589406,,,,,,,,,,,
589,2025-04-15 04:19:21,2025-04-15 04:32:47,,00:01:38.7308146,00:03:29.2648276,00:01:28.9606163,00:02:21.5262362,00:01:39.8733735,00:00:35.8939044,00:01:30.8661257,,,,,
590,2025-04-15 04:32:47,2025-04-15 04:34:28,,,,,,,,,,,,,
591,2025-04-15 04:34:28,2025-04-15 04:44:10,,00:01:38.8361559,00:03:23.4404858,00:01:25.9038054,00:02:19.5544787,,,,,,,,
592,2025-04-15 04:44:10,2025-04-15 05:02:52,00:18:43.0967133,00:01:39.5343993,00:03:24.8307818,00:01:26.3145179,00:02:08.4133888,00:01:27.9584702,00:00:33.8874722,00:01:21.2518422,00:00:47.0671313,00:00:44.7523769,00:01:38.2087679,00:00:58.9589225,00:02:31.9186423
593,2025-05-18 23:14:07,2025-05-18 23:14:49,,,,,,,,,,,,,
594,2025-05-18 23:15:55,2025-05-18 23:18:24,,,,,,,,,,,,,
595,2025-05-18 23:18:24,2025-05-18 23:21:35,,00:01:56.2890633,,,,,,,,,,,
596,2025-05-18 23:21:35,2025-05-18 23:27:09,,00:02:10.4457916,00:03:22.2535959,,,,,,,,,,
597,2025-05-18 23:27:09,2025-05-18 23:28:14,,,,,,,,,,,,,
598,2025-05-18 23:28:14,2025-05-18 23:35:57,,00:01:38.5434333,00:03:34.1965300,00:01:27.9109535,,,,,,,,,
599,2025-05-18 23:35:57,2025-05-18 23:39:11,,00:01:47.7134417,,,,,,,,,,,
600,2025-05-18 23:39:11,2025-05-18 23:41:04,,,,,,,,,,,,,
601,2025-05-18 23:41:04,2025-05-18 23:42:50,,,,,,,,,,,,,
602,2025-05-18 23:42:50,2025-05-18 23:45:26,,00:01:36.3284664,,,,,,,,,,,
603,2025-05-18 23:45:26,2025-05-18 23:48:06,,00:01:48.0129269,,,,,,,,,,,
604,2025-05-18 23:48:06,2025-05-18 23:49:21,,,,,,,,,,,,,
605,2025-05-18 23:49:30,2025-05-18 23:49:41,,,,,,,,,,,,,
606,2025-05-18 23:49:41,2025-05-18 23:52:44,,00:01:36.6373345,,,,,,,,,,,
607,2025-05-18 23:52:44,2025-05-18 23:55:50,,00:01:37.7917392,,,,,,,,,,,
608,2025-05-18 23:55:50,2025-05-18 23:57:34,,,,,,,,,,,,,
609,2025-05-18 23:57:34,2025-05-19 00:01:05,,00:01:38.4409609,,,,,,,,,,,
610,2025-05-19 00:01:05,2025-05-19 00:02:41,,,,,,,,,,,,,
611,2025-05-19 00:02:41,2025-05-19 00:08:49,,00:01:36.8578256,00:03:26.7673597,,,,,,,,,,
612,2025-05-19 00:08:49,2025-05-19 00:11:22,,00:01:38.3273208,,,,,,,,,,,
613,2025-05-19 00:11:22,2025-05-19 00:12:55,,,,,,,,,,,,,
614,2025-05-19 00:12:55,2025-05-19 00:20:24,,00:01:37.1687917,00:03:28.1883728,00:01:31.9842284,,,,,,,,,
615,2025-05-19 00:20:24,2025-05-19 00:21:58,,,,,,,,,,,,,
616,2025-05-19 00:21:58,2025-05-19 00:40:08,,00:01:39.3240136,00:03:12.8213647,00:01:28.8266295,00:02:22.0668060,00:01:29.5733908,00:00:34.8601373,00:01:25.4402521,00:00:46.8586558,00:00:43.6065959,00:01:36.5199737,00:01:46.0797001,
617,2025-05-19 00:40:08,2025-05-19 00:48:00,,00:01:36.7331673,00:03:16.0152025,00:01:27.2631553,,,,,,,,,
618,2025-05-19 00:48:00,2025-05-19 00:49:35,,,,,,,,,,,,,
619,2025-05-19 00:49:35,2025-05-19 00:51:08,,,,,,,,,,,,,
620,2025-05-19 00:51:08,2025-05-19 00:53:35,,00:01:37.4349820,,,,,,,,,,,
621,2025-05-19 00:53:35,2025-05-19 00:54:37,,,,,,,,,,,,,
622,2025-05-19 00:54:37,2025-05-19 00:56:09,,,,,,,,,,,,,
623,2025-05-19 00:56:09,2025-05-19 00:58:32,,00:01:37.4568548,,,,,,,,,,,
624,2025-05-19 00:58:32,2025-05-19 01:02:40,,00:01:36.4304070,,,,,,,,,,,
625,2025-05-19 01:02:40,2025-05-19 01:05:09,,00:01:37.3069110,,,,,,,,,,,
626,2025-05-19 01:05:09,2025-05-19 01:06:10,,,,,,,,,,,,,
627,2025-05-19 01:06:10,2025-05-19 01:22:59,,00:01:36.8827055,00:03:22.2237952,00:01:25.6860570,00:02:08.9366040,00:01:26.7965405,00:00:33.3695852,00:01:19.4104888,00:01:10.6412016,00:00:48.7669587,00:01:39.4037490,00:01:08.6418164,
628,2025-05-19 01:22:59,2025-05-19 01:25:29,,00:01:37.2747559,,,,,,,,,,,
629,2025-05-19 01:25:29,2025-05-19 01:27:58,,00:01:37.5493843,,,,,,,,,,,
630,2025-05-19 01:27:58,2025-05-19 01:29:29,,,,,,,,,,,,,
631,2025-05-19 01:29:29,2025-05-19 01:31:02,,,,,,,,,,,,,
632,2025-05-19 01:31:02,2025-05-19 01:32:35,,,,,,,,,,,,,
633,2025-05-19 01:32:35,2025-05-19 01:33:36,,,,,,,,,,,,,
634,2025-05-19 01:33:36,2025-05-19 01:47:54,,00:01:37.0006516,00:03:21.6387590,00:01:34.9339789,00:02:12.9415835,00:01:25.4212866,00:00:33.4432275,00:01:34.2767354,00:00:46.8309670,00:00:46.2265978,,,
635,2025-05-19 01:47:54,2025-05-19 01:48:55,,,,,,,,,,,,,
636,2025-05-19 01:48:55,2025-05-19 01:51:54,,00:01:35.7255139,,,,,,,,,,,
637,2025-05-19 01:51:54,2025-05-19 01:52:02,,,,,,,,,,,,,
638,2025-05-19 01:52:02,2025-05-19 01:53:04,,,,,,,,,,,,,
639,2025-05-19 01:53:04,2025-05-19 01:58:11,,00:01:37.4674864,,,,,,,,,,,
640,2025-05-19 01:58:11,2025-05-19 01:59:43,,,,,,,,,,,,,
641,2025-05-19 01:59:43,2025-05-19 02:01:39,,,,,,,,,,,,,
642,2025-05-19 02:01:39,2025-05-19 02:02:41,,,,,,,,,,,,,
643,2025-05-19 02:02:41,2025-05-19 02:10:14,,00:01:36.8680851,00:03:19.1425645,00:01:37.9783757,,,,,,,,,
644,2025-05-19 02:10:14,2025-05-19 02:11:16,,,,,,,,,,,,,
