id,started,ended,realTime,BOB (1),WF (6),CCM (8),DW (Bowser),SSL (11),LLL (12),HMC (15),MIPS Clip,DDD (16),FS (Bowser),BLJs,BitS (Bowser)
448,2025-01-27 23:57:54,2025-01-28 00:11:17,,00:01:53.8234851,00:03:29.5343461,00:01:26.0300384,00:02:25.5681523,00:01:28.9259976,00:00:38.0947498,00:01:25.3126255,,,,,
449,2025-01-28 00:11:17,2025-01-28 00:20:02,,00:02:00.9923365,00:03:28.4429660,00:01:23.3626086,,,,,,,,,
450,2025-01-28 00:20:02,2025-01-28 00:25:59,,00:02:03.0632449,,,,,,,,,,,
451,2025-01-28 00:25:59,2025-01-28 00:28:33,,00:01:53.1890901,,,,,,,,,,,
452,2025-01-28 00:28:33,2025-01-28 00:30:26,,,,,,,,,,,,,
453,2025-01-28 00:30:26,2025-01-28 00:32:29,,,,,,,,,,,,,
454,2025-01-28 00:32:29,2025-01-28 00:32:38,,,,,,,,,,,,,
455,2025-01-28 00:32:38,2025-01-28 00:52:26,,00:01:41.0140861,00:03:21.8079147,00:01:24.2519117,00:02:16.9637623,00:01:27.1342319,00:00:36.4124964,00:01:22.9516704,00:00:45.5589212,00:00:56.7867341,00:01:51.7875471,00:01:05.0525456,
456,2025-01-28 00:52:26,2025-01-28 00:52:36,,,,,,,,,,,,,
457,2025-01-28 00:52:36,2025-01-28 00:54:18,,,,,,,,,,,,,
458,2025-01-28 00:54:18,2025-01-28 00:56:27,,,,,,,,,,,,,
459,2025-01-28 00:56:27,2025-01-28 01:16:22,00:19:56.1058222,00:01:50.4402900,00:03:15.5497674,00:01:29.7148147,00:02:26.1439281,00:01:30.2443411,00:00:34.1519041,00:01:31.4582839,00:00:40.8743652,00:00:59.1438232,00:01:39.5360858,00:01:14.1377406,00:02:44.7104781
460,2025-01-30 22:34:19,2025-01-30 22:34:35,,,,,,,,,,,,,
461,2025-01-30 22:34:35,2025-01-30 22:45:09,,00:02:20.9456687,,,,,,,,,,,
462,2025-01-30 22:55:25,2025-01-30 22:55:42,,,,,,,,,,,,,
463,2025-01-30 22:55:42,2025-01-30 23:00:29,,00:01:55.2071208,,,,,,,,,,,
464,2025-01-30 23:00:29,2025-01-30 23:01:52,,,,,,,,,,,,,
465,2025-01-30 23:01:52,2025-01-30 23:03:33,,,,,,,,,,,,,
466,2025-01-30 23:03:33,2025-01-30 23:05:19,,,,,,,,,,,,,
467,2025-01-30 23:05:19,2025-01-30 23:11:22,,00:02:00.6048969,,,,,,,,,,,
468,2025-01-30 23:11:22,2025-01-30 23:34:37,,00:01:47.9364575,00:03:19.1719546,00:01:31.6780928,00:02:10.7861408,00:01:34.0258053,00:00:35.3166109,00:01:23.0640693,00:00:52.0789479,00:00:52.9126458,00:01:38.0289729,00:03:17.3135628,
469,2025-01-30 23:34:37,2025-01-30 23:56:31,,00:01:45.5858559,00:03:33.4009554,00:01:27.8962933,00:02:15.0495570,00:01:25.3102009,00:00:34.5190631,00:02:00.4198815,00:01:13.1372983,,00:02:45.4808433,00:01:12.2217599,
470,2025-02-01 01:22:57,2025-02-01 01:24:18,,,,,,,,,,,,,
471,2025-02-01 01:24:18,2025-02-01 01:25:48,,,,,,,,,,,,,
472,2025-02-01 01:25:48,2025-02-01 01:26:16,,,,,,,,,,,,,
473,2025-02-01 01:26:17,2025-02-01 01:26:26,,,,,,,,,,,,,
474,2025-02-01 01:26:26,2025-02-01 01:34:28,,00:01:38.5880122,00:03:24.6874385,00:01:26.2666092,,,,,,,,,
475,2025-02-01 01:34:28,2025-02-01 01:37:20,,00:01:46.6129192,,,,,,,,,,,
476,2025-02-01 01:37:20,2025-02-01 01:39:03,,,,,,,,,,,,,
477,2025-02-01 01:39:03,2025-02-01 01:43:03,,00:02:02.5369731,,,,,,,,,,,
478,2025-02-01 01:43:03,2025-02-01 01:46:44,,00:02:02.4764841,,,,,,,,,,,
479,2025-02-01 01:46:44,2025-02-01 02:02:23,,00:01:38.7631027,00:03:33.2960467,00:01:31.8949124,00:02:27.5067957,00:01:35.6705526,00:00:34.8303002,,,,,,
480,2025-02-01 02:02:23,2025-02-01 02:11:34,,00:02:02.9808005,00:03:47.7884120,00:01:27.1555839,,,,,,,,,
481,2025-02-01 02:11:34,2025-02-01 02:29:20,,00:01:56.2185368,00:03:28.3610187,00:01:27.7109184,,,,,,,,,
482,2025-02-01 02:29:20,2025-02-01 02:33:11,,00:02:02.5383354,,,,,,,,,,,
483,2025-02-01 02:33:11,2025-02-01 02:48:44,,00:01:45.2566274,00:04:10.3993269,00:01:25.5053199,00:02:23.3248089,00:02:09.9404746,00:00:33.4013197,,,,,,
484,2025-02-01 20:57:18,2025-02-01 20:58:02,,,,,,,,,,,,,
485,2025-02-01 20:58:02,2025-02-01 21:09:11,,00:01:56.2544024,00:03:13.4821176,00:01:24.2182272,,,,,,,,,
486,2025-02-01 21:09:11,2025-02-01 21:13:20,,00:01:53.2464238,,,,,,,,,,,
487,2025-02-01 21:13:20,2025-02-01 21:31:31,00:18:12.4287127,00:01:38.6009786,00:03:16.6926312,00:01:24.7187070,00:02:12.6625896,00:01:26.3840003,00:00:33.6189242,00:01:24.5261269,00:00:48.1896333,00:00:51.9562897,00:01:37.5339073,00:00:53.7373377,00:02:03.8075869
488,2025-02-01 22:13:29,2025-02-01 22:13:37,,,,,,,,,,,,,
489,2025-02-01 22:15:51,2025-02-01 22:15:52,,,,,,,,,,,,,
490,2025-02-04 05:41:31,2025-02-04 05:49:57,,00:01:41.1097173,00:04:14.4376899,00:01:31.9513630,,,,,,,,,
491,2025-02-04 05:49:57,2025-02-04 05:51:43,,,,,,,,,,,,,
492,2025-02-04 05:51:43,2025-02-04 05:54:55,,00:02:06.9848410,,,,,,,,,,,
493,2025-02-04 05:54:55,2025-02-04 05:56:35,,,,,,,,,,,,,
494,2025-02-04 05:56:35,2025-02-04 05:58:18,,,,,,,,,,,,,
495,2025-02-04 05:58:18,2025-02-04 06:07:18,,,,,,,,,,,,,
496,2025-02-04 06:07:18,2025-02-04 06:16:40,,00:01:49.3237056,00:03:16.2210380,00:01:23.0896863,,,,,,,,,
497,2025-02-04 06:16:40,2025-02-04 06:16:41,,,,,,,,,,,,,
498,2025-02-04 06:16:57,2025-02-04 06:16:57,,,,,,,,,,,,,
499,2025-02-04 06:18:45,2025-02-04 06:18:54,,,,,,,,,,,,,
500,2025-02-15 05:32:52,2025-02-15 05:33:30,,,,,,,,,,,,,
501,2025-02-15 05:33:30,2025-02-15 05:33:53,,,,,,,,,,,,,
502,2025-02-15 05:33:53,2025-02-15 05:34:16,,,,,,,,,,,,,
503,2025-02-15 05:34:16,2025-02-15 05:53:13,00:18:58.3285216,00:01:53.1610844,00:03:41.6826950,00:01:25.3700412,00:02:06.6851420,00:01:29.2549670,00:00:33.7400912,00:01:20.9033566,00:00:59.4213643,00:00:50.6773428,00:01:36.5559467,00:01:12.5070654,00:01:48.3694250
504,2025-02-15 06:07:41,2025-02-15 06:29:19,00:21:40.0483953,,,00:06:48.9694181,00:02:15.6166254,00:01:30.4243620,00:00:39.3789457,00:01:19.9107888,00:00:46.3879918,00:00:48.1126103,00:03:57.9946789,00:01:30.1293102,00:02:03.1236641
505,2025-02-15 06:35:42,2025-02-15 06:54:33,00:18:52.2609369,00:01:47.0738057,00:03:39.6829785,00:01:24.6200868,00:02:31.9391253,00:01:33.9602550,00:00:33.8031223,00:01:17.4209872,00:00:46.1415687,00:00:45.6754327,00:01:34.8135014,00:00:56.6643362,00:02:00.4657371
506,2025-02-19 00:20:53,2025-02-19 00:22:34,,,,,,,,,,,,,
507,2025-02-19 00:22:34,2025-02-19 00:23:37,,,,,,,,,,,,,
508,2025-02-19 00:23:37,2025-02-19 00:34:04,,00:01:45.6506899,00:03:43.0033191,00:01:34.7801300,,,,,,,,,
509,2025-02-19 00:34:04,2025-02-19 00:35:06,,,,,,,,,,,,,
510,2025-02-19 00:35:06,2025-02-19 00:38:10,,00:01:48.1540039,,,,,,,,,,,
511,2025-02-19 00:38:10,2025-02-19 00:39:54,,,,,,,,,,,,,
512,2025-02-19 00:39:54,2025-02-19 00:43:59,,00:02:00.8446170,,,,,,,,,,,
513,2025-02-19 00:44:07,2025-02-19 00:46:21,,,,,,,,,,,,,
514,2025-02-19 00:46:21,2025-02-19 00:55:06,,00:01:37.9611991,00:03:31.7246516,00:01:25.8619022,,,,,,,,,
515,2025-02-19 00:55:06,2025-02-19 00:57:38,,,,,,,,,,,,,
516,2025-02-19 00:57:38,2025-02-19 01:17:45,00:20:08.2081774,00:01:40.9523733,00:03:21.4532643,00:01:29.4078216,00:02:29.3676545,00:01:48.2277814,00:00:33.6312608,00:01:26.6553165,00:00:48.7064675,00:00:49.1371402,00:01:52.8417478,00:02:05.7386475,00:01:42.0887020
517,2025-02-19 01:21:01,2025-02-19 01:26:59,,00:01:47.6163820,,,,,,,,,,,
518,2025-02-19 01:26:59,2025-02-19 01:30:31,,00:01:38.7581254,,,,,,,,,,,
519,2025-02-19 01:30:31,2025-02-19 01:38:32,,00:01:38.6055049,00:03:17.2497459,00:01:42.6661815,,,,,,,,,
520,2025-02-19 01:38:32,2025-02-19 01:50:31,,00:01:37.6154154,00:03:19.4714791,00:01:36.2135987,,,,,,,,,
521,2025-02-19 01:50:31,2025-02-19 02:01:23,,00:01:39.1755241,00:03:31.7138549,00:01:23.9475327,,,,,,,,,
522,2025-02-19 02:01:23,2025-02-19 02:02:25,,,,,,,,,,,,,
523,2025-02-19 02:02:25,2025-02-19 02:16:31,,00:01:47.5698299,00:03:19.8518122,00:01:28.1548263,00:02:09.6170445,00:01:27.5086503,00:00:36.2678857,00:01:23.4864206,00:01:16.6590307,,,,
524,2025-02-19 03:55:24,2025-02-19 03:55:39,,,,,,,,,,,,,
525,2025-02-19 03:55:39,2025-02-19 03:59:52,,00:01:40.9404446,,,,,,,,,,,
526,2025-02-19 03:59:52,2025-02-19 04:01:51,,,,,,,,,,,,,
527,2025-02-19 04:01:51,2025-02-19 04:03:32,,00:01:37.0700000,,,,,,,,,,,
528,2025-02-19 04:03:32,2025-02-19 04:04:47,,,,,,,,,,,,,
529,2025-02-19 04:04:47,2025-02-19 04:11:21,,00:01:45.5249193,,,,,,,,,,,
530,2025-02-19 04:11:21,2025-02-19 05:08:39,,00:19:06.1996344,,,,,,,,,,,
531,2025-02-19 05:08:39,2025-02-19 05:08:47,,,,,,,,,,,,,
532,2025-02-19 05:08:47,2025-02-19 05:12:47,,00:01:38.8882257,,,,,,,,,,,
533,2025-02-19 05:12:47,2025-02-19 05:16:06,,00:02:02.5828280,,,,,,,,,,,
534,2025-02-19 05:16:06,2025-02-19 05:20:04,,00:01:37.6057645,,,,,,,,,,,
535,2025-02-19 05:20:04,2025-02-19 05:27:53,,00:01:38.7915028,00:03:23.4569407,00:01:50.9665465,,,,,,,,,
536,2025-02-19 05:27:53,2025-02-19 05:35:59,,00:01:37.1046380,00:03:28.1222229,00:01:25.0190588,,,,,,,,,
537,2025-02-19 05:35:59,2025-02-19 05:44:26,,00:01:37.6414630,00:03:39.1197886,00:01:24.1316733,,,,,,,,,
538,2025-02-19 05:44:26,2025-02-19 05:47:31,,,,,,,,,,,,,
539,2025-02-19 05:47:31,2025-02-19 06:05:01,,00:01:53.5010391,00:03:21.2824935,00:01:23.5340708,00:02:10.3633824,00:01:28.0624545,00:00:34.0267169,00:01:21.4899413,00:00:41.1383637,00:00:46.3283290,00:01:37.7968157,00:01:44.6704749,
540,2025-02-19 06:05:01,2025-02-19 06:05:10,,,,,,,,,,,,,
541,2025-02-19 06:05:10,2025-02-19 06:08:04,,00:01:39.1320113,,,,,,,,,,,
542,2025-02-19 06:08:04,2025-02-19 06:11:58,,00:01:52.0456106,,,,,,,,,,,
543,2025-02-19 06:11:58,2025-02-19 06:19:59,,00:01:46.4405028,00:03:14.2399606,00:01:25.5510867,,,,,,,,,
544,2025-02-19 06:19:59,2025-02-19 06:22:25,,,,,,,,,,,,,
545,2025-02-19 06:22:25,2025-02-19 06:22:35,,,,,,,,,,,,,
546,2025-02-22 00:49:15,2025-02-22 00:50:01,,,,,,,,,,,,,
547,2025-02-22 00:51:26,2025-02-22 00:51:29,,,,,,,,,,,,,
548,2025-02-22 00:51:31,2025-02-22 00:51:40,,,,,,,,,,,,,
549,2025-02-22 00:51:40,2025-02-22 00:53:25,,,,,,,,,,,,,
550,2025-02-22 00:53:25,2025-02-22 01:18:36,,00:01:54.6233722,00:03:11.2768150,00:01:28.8141460,00:02:14.4366938,00:01:29.2098750,00:00:33.5345649,00:01:23.3034908,00:00:55.6233852,00:00:51.4171217,00:02:40.3735428,00:01:36.7728311,
551,2025-02-22 01:18:36,2025-02-22 01:32:47,,00:13:21.9327724,,,,,,,,,,,
552,2025-02-22 01:32:57,2025-02-22 01:55:08,00:22:12.6138317,00:01:37.5406453,00:03:23.4250881,00:01:26.0756765,00:03:55.5107468,00:01:25.3462648,00:00:33.6134795,00:01:21.5571506,00:00:58.1085516,00:00:51.7704020,00:01:54.3723303,00:01:14.9347854,00:03:30.3587108
553,2025-02-22 02:53:58,2025-02-22 03:00:14,,,,,,,,,,,,,
554,2025-02-22 03:00:14,2025-02-22 03:21:40,00:21:28.0850703,00:02:03.1802108,00:03:57.2674177,00:01:35.4066223,00:02:11.5537968,00:01:32.4471108,00:00:33.6180884,00:01:20.3510336,00:00:55.1148683,,00:03:53.2920304,00:01:18.6671228,00:02:07.1867684
555,2025-02-22 03:28:35,2025-02-22 03:28:36,,,,,,,,,,,,,
556,2025-02-22 03:29:06,2025-02-22 03:34:42,,00:01:48.8586964,00:03:34.1277220,,,,,,,,,,
557,2025-02-22 03:34:42,2025-02-22 03:36:27,,,,,,,,,,,,,
558,2025-02-22 03:36:27,2025-02-22 03:38:23,,,,,,,,,,,,,
559,2025-02-22 03:38:23,2025-02-22 03:40:17,,,,,,,,,,,,,
560,2025-02-22 03:40:17,2025-02-22 03:49:10,,00:01:46.6191408,00:03:20.7164780,00:01:23.2808687,,,,,,,,,
561,2025-02-22 03:49:10,2025-02-22 03:52:38,,,,,,,,,,,,,
562,2025-02-22 03:52:38,2025-02-22 03:54:32,,,,,,,,,,,,,
563,2025-02-22 03:54:32,2025-02-22 04:00:22,,00:01:51.5100024,00:03:46.0257217,,,,,,,,,,
564,2025-02-22 04:00:22,2025-02-22 04:05:29,,00:01:47.6919043,,,,,,,,,,,
565,2025-02-22 04:05:29,2025-02-22 04:08:12,,,,,,,,,,,,,
566,2025-02-22 04:08:12,2025-02-22 04:11:51,,,,,,,,,,,,,
567,2025-02-22 04:11:51,2025-02-22 04:17:52,,00:01:37.1797036,,,,,,,,,,,
568,2025-02-22 04:17:52,2025-02-22 04:20:22,,,,,,,,,,,,,
569,2025-02-22 04:20:22,2025-02-22 04:22:45,,,,,,,,,,,,,
570,2025-02-22 04:22:45,2025-02-22 04:27:49,,00:01:51.6905776,,,,,,,,,,,
571,2025-02-22 04:27:49,2025-02-22 04:28:55,,,,,,,,,,,,,
572,2025-02-22 04:28:55,2025-02-22 04:30:55,,,,,,,,,,,,,
573,2025-02-22 04:30:55,2025-02-22 04:39:26,,00:01:37.2182705,00:03:33.2843588,00:01:27.7477962,,,,,,,,,
574,2025-02-22 04:39:26,2025-02-22 04:46:00,,00:01:44.9663367,00:04:35.9645540,,,,,,,,,,
575,2025-02-23 03:40:08,2025-02-23 03:40:11,,,,,,,,,,,,,
576,2025-02-23 04:03:52,2025-02-23 04:04:02,,,,,,,,,,,,,
577,2025-02-23 04:04:02,2025-02-23 04:05:48,,,,,,,,,,,,,
578,2025-02-23 04:05:48,2025-02-23 04:07:35,,,,,,,,,,,,,
579,2025-02-23 04:07:35,2025-02-23 04:13:03,,00:01:37.1130623,,,,,,,,,,,
580,2025-02-23 04:13:03,2025-02-23 04:18:19,,00:01:42.9726727,,,,,,,,,,,
581,2025-02-23 04:18:19,2025-02-23 04:19:54,,,,,,,,,,,,,
582,2025-02-23 04:19:54,2025-02-23 04:42:22,00:22:29.4317350,00:01:36.9442193,00:03:20.4517897,00:01:25.4475675,00:02:11.4778646,00:01:26.0131073,00:00:38.9795425,00:01:25.1171002,00:00:42.2588488,00:00:48.3135846,00:01:37.1828895,00:02:24.3103795,00:04:52.9348415
583,2025-02-23 04:44:08,2025-02-23 04:55:18,,00:01:37.6428298,00:03:26.4248895,00:01:29.6489333,,,,,,,,,
584,2025-02-23 04:55:18,2025-02-23 05:04:02,,00:01:39.1351416,00:03:24.4931236,00:01:24.1449285,,,,,,,,,
585,2025-02-23 05:04:02,2025-02-23 05:13:12,,00:01:39.6371007,00:03:17.9213170,00:01:24.1895505,,,,,,,,,
586,2025-02-23 05:13:12,2025-02-23 05:23:42,,00:01:38.5181909,00:03:19.6358936,00:01:24.6676662,,,,,,,,,
587,2025-02-23 05:23:42,2025-02-23 05:27:13,,00:01:36.7930340,,,,,,,,,,,
588,2025-02-23 05:27:24,2025-02-23 05:27:27,,,,,,,,,,,,,
589,2025-02-25 04:15:31,2025-02-25 04:15:58,,,,,,,,,,,,,
590,2025-02-25 04:15:58,2025-02-25 04:36:39,,00:01:37.6247848,00:03:30.5442050,00:01:22.9600375,00:02:16.5721324,00:01:29.2275822,00:00:34.6828385,00:01:23.6374588,00:01:02.0908446,00:00:53.8710160,00:02:33.9711367,00:00:59.3881442,
591,2025-02-25 04:36:39,2025-02-25 04:38:31,,,,,,,,,,,,,
592,2025-02-25 04:38:31,2025-02-25 04:40:13,,00:01:36.7000000,,,,,,,,,,,
593,2025-02-25 04:40:13,2025-02-25 04:40:20,,,,,,,,,,,,,
594,2025-02-25 04:40:20,2025-02-25 04:41:54,,,,,,,,,,,,,
595,2025-02-25 04:42:47,2025-02-25 04:50:45,,00:01:37.1322807,00:03:12.7240828,00:01:24.5479661,,,,,,,,,
596,2025-02-25 04:50:45,2025-02-25 04:52:23,,,,,,,,,,,,,
597,2025-02-25 04:52:23,2025-02-25 04:52:32,,,,,,,,,,,,,
598,2025-02-25 04:52:32,2025-02-25 04:54:25,,,,,,,,,,,,,
599,2025-02-25 04:54:25,2025-02-25 04:59:48,,00:01:37.7904838,,,,,,,,,,,
600,2025-02-25 04:59:48,2025-02-25 05:04:55,,00:01:48.7021349,,,,,,,,,,,
601,2025-02-25 05:04:55,2025-02-25 05:19:03,,00:01:37.2116763,00:03:19.4735651,00:01:31.9724557,,,,,,,,,
602,2025-02-25 05:19:03,2025-02-25 05:19:12,,,,,,,,,,,,,
603,2025-02-25 05:19:12,2025-02-25 05:25:21,,00:01:46.9838904,,,,,,,,,,,
604,2025-02-25 05:25:21,2025-02-25 05:29:09,,00:01:39.0777624,,,,,,,,,,,
605,2025-02-25 05:29:09,2025-02-25 05:31:01,,,,,,,,,,,,,
606,2025-02-25 05:31:01,2025-02-25 05:45:58,,00:01:37.1482027,00:03:29.9377407,00:01:23.2703427,00:02:19.7087768,,,,,,,,
607,2025-02-25 05:45:58,2025-02-25 05:47:43,,,,,,,,,,,,,
608,2025-02-25 05:47:43,2025-02-25 05:51:27,,00:01:53.0915203,,,,,,,,,,,
609,2025-02-25 05:51:27,2025-02-25 06:09:58,00:18:32.4120240,00:01:46.6746677,00:03:22.7630773,00:01:23.2646978,00:02:05.2027771,00:01:27.8511298,00:00:34.4296023,00:01:21.6656273,00:00:45.6209958,00:00:49.3247589,00:01:36.4574281,00:01:15.6074944,00:02:03.5497675
610,2025-02-26 23:48:50,2025-02-26 23:52:16,,00:01:47.2613443,,,,,,,,,,,
611,2025-02-26 23:52:16,2025-02-27 00:08:08,,00:01:53.3705584,00:03:16.0358543,00:01:25.2055649,00:02:15.0125600,00:01:27.8270278,00:00:33.7405737,00:01:18.8498378,00:00:57.8624488,00:00:57.7596181,,,
612,2025-02-27 00:08:08,2025-02-27 00:09:45,,,,,,,,,,,,,
613,2025-02-27 00:09:45,2025-02-27 00:15:20,,00:01:44.7471422,00:03:38.7968038,,,,,,,,,,
614,2025-02-27 00:15:20,2025-02-27 00:17:07,,,,,,,,,,,,,
615,2025-02-27 00:17:07,2025-02-27 00:22:43,,00:01:37.6178591,,,,,,,,,,,
616,2025-02-27 00:22:43,2025-02-27 00:25:08,,,,,,,,,,,,,
617,2025-02-27 00:25:08,2025-02-27 00:33:55,,00:01:37.1907414,00:03:16.0241331,00:01:27.3200241,,,,,,,,,
618,2025-02-27 00:33:55,2025-02-27 00:35:29,,,,,,,,,,,,,
619,2025-02-27 00:35:29,2025-02-27 00:39:38,,00:01:45.1190560,,,,,,,,,,,
620,2025-02-27 00:39:38,2025-02-27 00:50:17,,00:01:45.6777963,00:03:22.3865079,00:01:27.1893595,00:02:23.3530524,,,,,,,,
621,2025-02-27 00:50:17,2025-02-27 01:09:06,,00:01:37.0915493,00:03:23.0013599,00:01:24.0867327,00:02:06.7650606,00:01:27.9563005,00:00:35.6287139,00:01:21.0900375,00:00:39.9323864,00:00:53.2107729,00:01:43.9135607,00:01:02.8958493,
622,2025-02-28 04:01:41,2025-02-28 04:03:25,,,,,,,,,,,,,
623,2025-02-28 04:03:25,2025-02-28 04:11:53,,00:01:37.1645489,00:04:12.5787412,00:01:25.7813427,,,,,,,,,
624,2025-02-28 04:11:53,2025-02-28 04:33:55,,00:02:48.0303667,,00:07:48.8052773,,,,,00:06:15.4692090,00:01:29.9583900,00:03:37.4768008,,
625,2025-02-28 04:34:40,2025-02-28 04:34:50,,,,,,,,,,,,,
626,2025-02-28 04:34:50,2025-02-28 04:36:43,,,,,,,,,,,,,
627,2025-02-28 04:36:43,2025-02-28 04:38:51,,,,,,,,,,,,,
628,2025-02-28 04:38:51,2025-02-28 04:39:23,,,,,,,,,,,,,
629,2025-02-28 04:39:23,2025-02-28 04:56:13,,00:01:37.3284060,00:03:43.5571595,00:01:23.8085396,00:02:18.6707305,00:04:13.3945950,,,,,,,
630,2025-02-28 04:56:13,2025-02-28 05:04:32,,00:01:45.7109685,00:03:25.7163773,00:01:22.6876836,,,,,,,,,
631,2025-02-28 05:04:32,2025-02-28 05:06:22,,,,,,,,,,,,,
632,2025-02-28 05:06:22,2025-02-28 05:24:02,,00:01:47.8208860,00:03:18.6208274,00:01:24.4790226,00:02:06.4084999,00:01:31.4663633,00:00:35.4991797,00:01:24.1894878,00:00:47.4403020,00:00:49.1373025,00:01:34.7483001,00:02:02.3395594,
633,2025-02-28 05:24:02,2025-02-28 05:31:45,,00:01:36.7824290,00:03:23.6841350,00:01:23.8089424,,,,,,,,,
634,2025-02-28 05:31:45,2025-02-28 05:33:30,,,,,,,,,,,,,
635,2025-02-28 05:33:30,2025-02-28 05:35:31,,,,,,,,,,,,,
636,2025-02-28 05:35:31,2025-02-28 05:37:46,,,,,,,,,,,,,
637,2025-02-28 05:37:46,2025-02-28 05:59:17,,00:01:37.4284588,00:03:15.6210607,00:01:28.0382381,00:02:15.6143902,00:01:34.0784547,00:00:34.2198593,00:01:19.5552471,00:01:08.1614065,00:00:49.1706829,00:01:39.5281365,00:01:56.2744702,
638,2025-02-28 05:59:17,2025-02-28 06:01:24,,00:01:36.9030945,,,,,,,,,,,
639,2025-02-28 06:01:24,2025-02-28 06:02:56,,,,,,,,,,,,,
640,2025-02-28 06:02:56,2025-02-28 06:35:22,,00:01:47.1199891,00:03:20.3589133,00:01:25.2139373,00:19:46.8603143,,,,,,,,
641,2025-03-01 04:17:22,2025-03-01 04:18:30,,,,,,,,,,,,,
642,2025-03-01 04:18:30,2025-03-01 04:38:55,00:20:26.1181044,00:01:45.9872888,00:03:14.8157488,00:01:37.7854028,00:03:14.1126125,00:01:29.5269448,00:00:33.7888050,00:01:26.3232629,00:00:50.9429671,00:01:08.8242854,00:01:41.3956391,00:01:27.2300981,00:01:55.3850491
643,2025-03-01 04:43:25,2025-03-01 05:02:59,00:19:35.1685221,00:01:37.7761895,00:03:46.3546485,00:01:26.1589663,00:02:03.0921113,00:01:25.2002001,00:00:35.7203309,00:01:21.2201416,00:01:01.4025687,00:00:48.3681066,00:01:34.8167380,00:01:21.1389145,00:02:33.9196061
644,2025-03-01 05:06:16,2025-03-01 05:30:28,,00:01:56.2473116,00:03:11.5187099,00:01:36.4828543,00:02:19.9292602,00:02:56.9135259,00:00:33.8769926,00:01:24.4284794,00:01:12.2999167,00:00:45.8539688,00:01:59.5889120,00:01:11.2712074,
645,2025-03-01 05:30:34,2025-03-01 05:30:45,,,,,,,,,,,,,
646,2025-03-01 05:46:26,2025-03-01 05:49:36,,,,,,,,,,,,,
647,2025-03-01 05:49:36,2025-03-01 06:11:32,,00:01:47.5127237,00:04:11.7632859,00:01:25.5552178,00:03:31.8597166,00:01:29.4397374,00:00:34.9227738,00:02:14.2106084,00:00:44.2182298,00:00:51.7127677,,,
648,2025-03-01 06:11:32,2025-03-01 06:34:42,,00:01:37.3407550,00:03:19.2018714,00:01:24.2938906,00:03:36.4342702,00:01:26.6891679,00:00:33.8122754,00:01:46.0439023,00:00:58.5506847,00:01:11.0419435,,,
649,2025-03-02 02:52:56,2025-03-02 02:53:22,,,,,,,,,,,,,
650,2025-03-02 02:53:22,2025-03-02 03:14:22,00:21:01.6350211,00:01:36.7996254,00:03:53.6757388,00:01:23.6949597,00:03:23.0932784,00:01:27.3085109,00:00:37.9537666,00:01:20.8142089,00:00:54.1891890,00:00:46.7248507,00:01:55.5974730,00:01:12.9654719,00:02:28.8179478
651,2025-03-02 03:21:08,2025-03-02 03:22:42,,,,,,,,,,,,,
652,2025-03-02 03:22:42,2025-03-02 03:32:45,,00:01:54.3354098,00:03:40.6013899,00:01:41.2535061,,,,,,,,,
653,2025-03-02 03:32:45,2025-03-02 04:31:59,,00:01:37.5364141,00:04:54.0135585,00:01:23.9798856,00:02:17.1349086,00:01:26.2068279,00:00:33.9118517,00:01:42.1323750,00:01:58.7343523,,,,
654,2025-03-02 04:31:59,2025-03-02 04:43:45,,00:01:36.7580648,00:03:40.5909138,00:01:27.6332107,00:02:42.4423848,,,,,,,,
655,2025-03-02 04:43:45,2025-03-02 04:50:54,,00:02:00.7644267,00:03:24.9903578,00:01:31.7723643,,,,,,,,,
656,2025-03-02 04:50:54,2025-03-02 05:03:42,,00:01:38.6024065,00:03:17.8902638,00:01:24.0676724,,,,,,,,,
657,2025-03-02 05:03:42,2025-03-02 05:05:20,,,,,,,,,,,,,
658,2025-03-02 05:05:20,2025-03-02 05:10:21,,00:01:47.5208745,,,,,,,,,,,
659,2025-03-02 05:10:21,2025-03-02 05:39:27,,00:01:46.5534026,00:03:16.9645298,00:01:24.6174462,00:02:11.2705355,00:01:27.0838958,00:00:33.6237063,00:01:22.8903222,00:01:04.7492602,00:01:00.5456287,,,
660,2025-03-02 05:52:44,2025-03-02 05:53:37,,,,,,,,,,,,,
661,2025-03-02 05:54:05,2025-03-02 06:05:06,,00:01:38.3174178,00:03:17.5352568,00:01:25.8521359,,,,,,,,,
662,2025-03-02 06:05:06,2025-03-02 06:20:46,,00:02:01.9679251,00:03:33.2021661,00:01:22.8271769,00:06:13.9325666,00:01:28.7790801,00:00:37.0611612,,,,,,
663,2025-03-05 06:20:29,2025-03-05 06:20:50,,,,,,,,,,,,,
664,2025-03-05 06:20:50,2025-03-05 06:28:33,,00:01:36.9677437,00:03:43.8623117,00:01:23.0483583,,,,,,,,,
665,2025-03-05 06:28:33,2025-03-05 06:40:49,,,,,,,,,,,,,
666,2025-03-05 06:40:49,2025-03-05 06:42:56,,,,,,,,,,,,,
667,2025-03-05 06:42:56,2025-03-05 06:45:54,,00:01:37.9604693,,,,,,,,,,,
668,2025-03-05 06:45:54,2025-03-05 06:47:34,,,,,,,,,,,,,
669,2025-03-05 06:47:34,2025-03-05 06:49:55,,,,,,,,,,,,,
670,2025-03-05 06:49:55,2025-03-05 06:51:29,,,,,,,,,,,,,
