id,started,ended,realTime,bob,wf,ccm,dw,ssl,lll,hmc,ddd,fs,bljs,bits
585,2019-06-05 01:31:38,2019-06-05 01:31:39,,,,,,,,,,,,
586,2019-06-05 01:31:41,2019-06-05 01:36:01,,,,,,,,,,,,
587,2019-06-05 18:19:40,2019-06-05 18:23:01,,,,,,,,,,,,
588,2019-06-05 18:23:03,2019-06-05 18:23:05,,,,,,,,,,,,
589,2019-06-05 18:23:07,2019-06-05 18:30:22,,00:01:43.9460000,00:04:14.7020000,,,,,,,,,
590,2019-06-05 18:30:29,2019-06-05 18:32:16,,,,,,,,,,,,
591,2019-06-05 18:32:17,2019-06-05 18:32:19,,,,,,,,,,,,
592,2019-06-05 18:32:21,2019-06-05 18:53:05,00:20:46.7500000,00:01:41.8350000,00:03:47.3370000,00:01:26.7220000,00:03:00,00:01:50.6350000,,00:02:45.3290000,00:01:42.9130000,00:01:46.1270000,00:00:59.4990000,00:03:11.2720000
593,2019-06-05 18:54:01,2019-06-05 18:54:03,,,,,,,,,,,,
594,2019-06-05 18:54:18,2019-06-05 19:04:03,,00:01:43.2700000,,,,,,,,,,
595,2019-06-05 22:50:44,2019-06-05 22:52:29,,,,,,,,,,,,
596,2019-06-05 22:52:35,2019-06-05 22:54:24,,,,,,,,,,,,
597,2019-06-05 22:54:30,2019-06-05 22:57:56,,00:01:54.2220000,,,,,,,,,,
598,2019-06-05 23:07:54,2019-06-05 23:07:59,,,,,,,,,,,,
599,2019-06-05 23:08:05,2019-06-05 23:11:32,,00:01:50.3630000,,,,,,,,,,
600,2019-06-05 23:11:37,2019-06-05 23:15:01,,00:01:43.9850000,,,,,,,,,,
601,2019-06-05 23:15:07,2019-06-05 23:33:19,,00:01:43.1420000,00:03:34.5010000,00:01:25.4650000,00:03:00,00:01:47.5770000,00:01:10,00:02:01.0740000,00:02:00.5560000,00:01:52.7550000,00:01:24.2740000,
602,2019-06-05 23:33:25,2019-06-05 23:35:10,,,,,,,,,,,,
603,2019-06-05 23:35:15,2019-06-05 23:38:06,,00:01:41.6560000,,,,,,,,,,
604,2019-06-06 00:07:50,2019-06-06 00:14:02,,00:01:42.4760000,00:03:49.3510000,,,,,,,,,
605,2019-06-06 00:14:07,2019-06-06 00:17:23,,00:01:41.4640000,,,,,,,,,,
606,2019-06-06 00:17:29,2019-06-06 00:20:46,,00:02:00.9420000,,,,,,,,,,
607,2019-06-06 00:20:50,2019-06-06 00:26:01,,00:01:51.8410000,,,,,,,,,,
608,2019-06-06 00:26:06,2019-06-06 00:27:50,,,,,,,,,,,,
609,2019-06-06 00:27:56,2019-06-06 00:31:46,,00:01:51.4630000,,,,,,,,,,
610,2019-06-06 00:31:47,2019-06-06 00:50:41,,00:01:50.9130000,00:03:23.1900000,00:01:23.3360000,00:03:00,00:01:37.8390000,00:01:10,00:01:59.4420000,00:01:50.3930000,00:01:50.4790000,00:01:39.4290000,
611,2019-06-06 00:50:49,2019-06-06 00:56:24,,00:01:43.1780000,,,,,,,,,,
612,2019-06-06 00:56:31,2019-06-06 01:00:19,,00:01:41.6420000,,,,,,,,,,
613,2019-06-06 01:01:42,2019-06-06 01:01:43,,,,,,,,,,,,
614,2019-06-06 01:01:50,2019-06-06 01:04:56,,00:01:41.6790000,,,,,,,,,,
615,2019-06-06 01:05:01,2019-06-06 01:06:54,,,,,,,,,,,,
616,2019-06-06 01:06:58,2019-06-06 01:25:24,,00:01:46.0500000,00:03:25.0750000,00:01:30.5620000,00:03:00,00:01:27.0470000,00:01:10,00:02:12.6180000,00:01:44.5300000,00:02:02.1210000,00:01:47.8110000,
617,2019-06-06 01:25:30,2019-06-06 01:28:38,,00:01:42.2010000,,,,,,,,,,
618,2019-06-06 01:28:43,2019-06-06 01:28:53,,,,,,,,,,,,
619,2019-06-06 01:28:58,2019-06-06 01:30:04,,,,,,,,,,,,
620,2019-06-06 01:30:09,2019-06-06 01:33:03,,00:01:44.1130000,,,,,,,,,,
621,2019-06-06 01:33:20,2019-06-06 01:35:10,,,,,,,,,,,,
622,2019-06-06 01:35:15,2019-06-06 01:36:56,,,,,,,,,,,,
623,2019-06-06 01:37:03,2019-06-06 01:40:08,,00:01:42.0200000,,,,,,,,,,
624,2019-06-06 01:40:14,2019-06-06 01:41:51,,,,,,,,,,,,
625,2019-06-06 01:41:56,2019-06-06 01:43:37,,,,,,,,,,,,
626,2019-06-06 01:43:45,2019-06-06 01:44:56,,,,,,,,,,,,
627,2019-06-06 01:44:58,2019-06-06 01:49:30,,00:01:41.6340000,,,,,,,,,,
628,2019-06-06 01:49:35,2019-06-06 01:51:15,,,,,,,,,,,,
629,2019-06-06 01:51:21,2019-06-06 01:53:00,,,,,,,,,,,,
630,2019-06-06 01:53:06,2019-06-06 01:54:11,,,,,,,,,,,,
631,2019-06-06 01:54:16,2019-06-06 01:55:57,,,,,,,,,,,,
632,2019-06-06 01:56:01,2019-06-06 02:03:39,,00:01:41.8070000,00:03:24.8280000,00:01:25.7530000,,,,,,,,
633,2019-06-06 02:03:44,2019-06-06 02:04:51,,,,,,,,,,,,
634,2019-06-06 02:04:53,2019-06-06 02:05:59,,,,,,,,,,,,
635,2019-06-06 02:06:01,2019-06-06 02:07:08,,,,,,,,,,,,
636,2019-06-06 02:07:10,2019-06-06 02:08:17,,,,,,,,,,,,
637,2019-06-06 02:08:18,2019-06-06 02:11:26,,00:01:42.3910000,,,,,,,,,,
638,2019-06-06 02:11:30,2019-06-06 02:12:34,,,,,,,,,,,,
639,2019-06-06 02:12:38,2019-06-06 02:15:45,,00:01:42.7750000,,,,,,,,,,
640,2019-06-06 02:15:50,2019-06-06 02:24:12,,00:01:52.3270000,00:03:45.2020000,00:01:26.5390000,,,,,,,,
641,2019-06-07 19:27:27,2019-06-07 19:29:09,,,,,,,,,,,,
642,2019-06-07 19:29:14,2019-06-07 19:32:16,,00:01:49.2560000,,,,,,,,,,
643,2019-06-07 19:32:21,2019-06-07 19:37:51,,00:01:52.1140000,,,,,,,,,,
644,2019-06-07 19:37:55,2019-06-07 19:53:52,,00:01:42.2340000,00:03:35.8030000,00:01:26.6430000,00:03:00,00:01:28.3430000,00:01:10,00:02:26.9060000,00:01:53.9270000,,,
645,2019-06-07 19:53:58,2019-06-07 19:57:22,,00:01:42.0550000,,,,,,,,,,
646,2019-06-07 19:57:26,2019-06-07 20:11:23,,00:01:49.9260000,00:03:25.7100000,00:01:27.4770000,00:03:00,00:01:41.1060000,00:01:10,00:02:07.7020000,,,,
647,2019-06-07 20:16:07,2019-06-07 20:16:24,,,,,,,,,,,,
648,2019-06-07 20:16:31,2019-06-07 20:18:13,,,,,,,,,,,,
649,2019-06-07 20:18:17,2019-06-07 20:26:02,,00:01:44.6630000,00:03:43.4710000,00:01:23.8810000,,,,,,,,
650,2019-06-14 20:22:11,2019-06-14 20:25:51,,00:01:50.4380000,,,,,,,,,,
651,2019-06-14 20:25:57,2019-06-14 20:26:38,,,,,,,,,,,,
652,2019-06-14 20:26:40,2019-06-14 20:28:34,,,,,,,,,,,,
653,2019-06-14 20:28:39,2019-06-14 20:32:08,,00:01:43.0750000,,,,,,,,,,
654,2019-06-14 20:32:10,2019-06-14 20:35:32,,00:01:42.2400000,,,,,,,,,,
655,2019-06-14 20:35:36,2019-06-14 20:41:59,,00:01:54.9570000,,,,,,,,,,
656,2019-06-14 20:42:02,2019-06-14 20:45:27,,,,,,,,,,,,
657,2019-06-14 20:45:31,2019-06-14 20:50:18,,00:01:51.4020000,,,,,,,,,,
658,2019-06-14 20:50:22,2019-06-14 20:58:19,,00:01:42.3300000,00:03:52.5210000,00:01:27.3130000,,,,,,,,
659,2019-06-17 21:54:18,2019-06-17 21:56:31,,,,,,,,,,,,
660,2019-06-17 21:57:37,2019-06-17 22:17:20,,00:01:41.6460000,00:03:29.9920000,00:01:25.2880000,00:03:00,00:01:29.6550000,00:01:10,00:02:09.0630000,,00:03:42.6570000,00:01:05.7960000,
661,2019-06-17 22:17:48,2019-06-17 22:18:52,,,,,,,,,,,,
662,2019-06-17 22:18:55,2019-06-17 22:26:55,,00:01:42.5910000,00:03:54.7220000,00:01:23.3780000,,,,,,,,
663,2019-06-17 22:27:00,2019-06-17 22:35:06,,00:01:41.9040000,00:03:58.9870000,00:01:28.6650000,,,,,,,,
664,2019-06-17 22:35:11,2019-06-17 22:36:15,,,,,,,,,,,,
665,2019-06-17 22:36:18,2019-06-17 22:57:51,,00:01:51.9750000,00:03:28.8150000,00:01:24.4610000,00:03:00,00:01:26.2780000,00:01:10,00:02:10.0260000,00:02:00.1920000,00:01:44.7690000,00:03:18.1280000,
666,2019-06-17 22:57:57,2019-06-17 22:59:00,,,,,,,,,,,,
667,2019-06-17 22:59:03,2019-06-17 23:04:13,,00:01:41.1820000,,,,,,,,,,
668,2019-06-17 23:04:16,2019-06-17 23:05:19,,,,,,,,,,,,
669,2019-06-17 23:05:22,2019-06-17 23:25:13,00:19:53.6240000,00:01:42.1500000,00:03:20.4470000,,00:03:17.1060000,00:01:46.2840000,00:01:10,00:02:00.6060000,00:02:11.7170000,00:01:51,00:00:56.6950000,00:02:11.3940000
670,2019-06-17 23:31:36,2019-06-17 23:32:23,,,,,,,,,,,,
671,2019-06-17 23:32:35,2019-06-17 23:33:40,,,,,,,,,,,,
672,2019-06-17 23:33:42,2019-06-17 23:41:05,,00:01:42.2170000,00:03:21.2200000,00:01:27.2910000,,,,,,,,
673,2019-06-17 23:41:11,2019-06-17 23:49:17,,00:01:44.5350000,00:03:16.5640000,00:02:21.7330000,,,,,,,,
674,2019-06-17 23:49:19,2019-06-17 23:50:55,,,,,,,,,,,,
675,2019-06-17 23:51:00,2019-06-17 23:52:37,,,,,,,,,,,,
676,2019-06-17 23:52:42,2019-06-17 23:56:40,,00:01:41.7770000,,,,,,,,,,
677,2019-06-17 23:56:45,2019-06-17 23:56:47,,,,,,,,,,,,
678,2019-06-17 23:56:52,2019-06-18 00:04:01,,00:01:41.8730000,00:03:45.2010000,00:01:30.5180000,,,,,,,,
679,2019-06-18 00:04:05,2019-06-18 00:13:34,,00:01:42.0420000,00:03:22.7760000,00:01:24.5040000,00:03:00,,,,,,,
680,2019-06-18 00:13:40,2019-06-18 00:14:43,,,,,,,,,,,,
681,2019-06-18 00:14:46,2019-06-18 00:15:49,,,,,,,,,,,,
682,2019-06-18 00:15:52,2019-06-18 00:16:57,,,,,,,,,,,,
683,2019-06-18 00:17:00,2019-06-18 00:18:02,,,,,,,,,,,,
684,2019-06-18 00:18:05,2019-06-18 00:19:09,,,,,,,,,,,,
685,2019-06-18 00:19:12,2019-06-18 00:20:48,,,,,,,,,,,,
686,2019-06-18 00:20:53,2019-06-18 00:21:56,,,,,,,,,,,,
687,2019-06-18 00:22:02,2019-06-18 00:23:05,,,,,,,,,,,,
688,2019-06-18 00:23:08,2019-06-18 00:28:54,,00:01:44.2670000,00:03:25.5180000,,,,,,,,,
689,2019-06-20 01:33:13,2019-06-20 01:37:26,,00:01:52.1620000,,,,,,,,,,
690,2019-06-20 01:37:32,2019-06-20 01:39:23,,,,,,,,,,,,
691,2019-06-20 01:39:28,2019-06-20 01:44:51,,00:01:42.0060000,,,,,,,,,,
692,2019-06-20 01:44:57,2019-06-20 01:46:01,,,,,,,,,,,,
693,2019-06-20 01:47:10,2019-06-20 01:50:30,,00:01:52.0610000,,,,,,,,,,
694,2019-06-20 01:50:36,2019-06-20 01:51:40,,,,,,,,,,,,
695,2019-06-20 01:51:43,2019-06-20 02:11:22,00:19:42.6420000,00:01:40.8480000,00:03:21.9470000,00:01:29.7980000,00:03:00,00:01:29.5630000,00:01:10,00:02:20.3640000,00:01:39.4330000,00:01:48.4130000,00:01:02.5450000,00:02:32.9380000
696,2019-06-20 02:14:46,2019-06-20 02:17:10,,,,,,,,,,,,
697,2019-06-20 19:21:25,2019-06-20 19:23:10,,,,,,,,,,,,
698,2019-06-20 21:56:32,2019-06-20 21:57:36,,,,,,,,,,,,
699,2019-06-20 21:57:39,2019-06-20 21:58:42,,,,,,,,,,,,
700,2019-06-20 21:58:45,2019-06-20 22:18:06,,00:01:41.3310000,00:03:39.3420000,00:01:25.0210000,00:03:00,00:01:26.8480000,00:01:10,00:02:06.7980000,00:01:35.6520000,00:01:46.7380000,00:01:07.8490000,
701,2019-06-20 22:18:12,2019-06-20 22:19:53,,,,,,,,,,,,
702,2019-06-20 22:19:56,2019-06-20 22:27:23,,00:01:41.3020000,00:03:29.2190000,,,,,,,,,
703,2019-06-20 22:30:14,2019-06-20 22:30:17,,,,,,,,,,,,
704,2019-06-20 22:30:20,2019-06-20 22:32:02,,,,,,,,,,,,
705,2019-06-20 22:32:04,2019-06-20 22:33:07,,,,,,,,,,,,
706,2019-06-20 22:33:10,2019-06-20 22:51:22,,00:01:42.3310000,00:03:24.7200000,00:01:26.5480000,00:03:00,00:01:27.5060000,00:01:10,00:02:01.5040000,00:02:07.0310000,00:01:49.3560000,00:01:46.3740000,
707,2019-06-20 22:51:27,2019-06-20 22:54:04,,00:01:40.9260000,,,,,,,,,,
708,2019-06-20 22:54:07,2019-06-20 22:55:11,,,,,,,,,,,,
709,2019-06-20 22:55:14,2019-06-20 22:59:22,,00:01:40.4370000,,,,,,,,,,
710,2019-06-20 22:59:27,2019-06-20 23:00:31,,,,,,,,,,,,
711,2019-06-20 23:00:41,2019-06-20 23:01:45,,,,,,,,,,,,
712,2019-06-20 23:01:47,2019-06-20 23:04:49,,00:01:42.3570000,,,,,,,,,,
713,2019-06-20 23:04:51,2019-06-20 23:05:55,,,,,,,,,,,,
714,2019-06-20 23:05:57,2019-06-20 23:09:11,,00:01:41.9020000,,,,,,,,,,
715,2019-06-20 23:09:14,2019-06-20 23:10:18,,,,,,,,,,,,
716,2019-06-20 23:10:20,2019-06-20 23:11:24,,,,,,,,,,,,
717,2019-06-20 23:11:27,2019-06-20 23:13:06,,,,,,,,,,,,
718,2019-06-20 23:13:11,2019-06-20 23:14:48,,,,,,,,,,,,
719,2019-06-20 23:14:51,2019-06-20 23:24:33,,00:01:41.7950000,00:03:18.1410000,00:01:27.1680000,00:03:00,,,,,,,
720,2019-06-20 23:27:46,2019-06-20 23:31:28,,00:01:40.9590000,,,,,,,,,,
721,2019-06-20 23:31:31,2019-06-20 23:33:56,,,,,,,,,,,,
722,2019-06-20 23:34:01,2019-06-20 23:35:37,,,,,,,,,,,,
723,2019-06-20 23:35:40,2019-06-20 23:43:15,,00:01:41.4620000,00:03:32.7700000,00:01:23.3520000,,,,,,,,
724,2019-06-20 23:44:56,2019-06-20 23:45:00,,,,,,,,,,,,
725,2019-06-20 23:45:36,2019-06-20 23:46:23,,,,,,,,,,,,
726,2019-06-20 23:46:28,2019-06-20 23:48:11,,,,,,,,,,,,
727,2019-06-20 23:48:14,2019-06-20 23:52:41,,00:01:41.0360000,,,,,,,,,,
728,2019-06-20 23:52:43,2019-06-21 00:12:06,,00:01:40.5670000,00:03:10.6470000,,,,,,,,,
729,2019-06-21 00:14:06,2019-06-21 00:15:42,,,,,,,,,,,,
730,2019-06-21 00:15:48,2019-06-21 00:16:51,,,,,,,,,,,,
731,2019-06-21 00:16:54,2019-06-21 00:17:05,,,,,,,,,,,,
732,2019-06-21 00:17:07,2019-06-21 00:21:17,,00:01:52.3530000,,,,,,,,,,
733,2019-06-21 00:21:20,2019-06-21 00:23:06,,,,,,,,,,,,
734,2019-06-21 00:23:09,2019-06-21 00:24:14,,,,,,,,,,,,
735,2019-06-21 00:24:16,2019-06-21 00:25:22,,,,,,,,,,,,
736,2019-06-21 00:25:24,2019-06-21 00:38:26,,00:01:42.2300000,00:03:10.9420000,00:01:25.6090000,00:03:00,00:01:43.0420000,00:01:10,00:02:11.2810000,,,,
737,2019-06-21 00:38:29,2019-06-21 00:43:37,,00:01:40.8400000,,,,,,,,,,
738,2019-06-24 17:30:09,2019-06-24 17:31:13,,,,,,,,,,,,
739,2019-06-24 17:31:16,2019-06-24 17:32:54,,,,,,,,,,,,
740,2019-06-24 17:32:57,2019-06-24 17:34:05,,,,,,,,,,,,
741,2019-06-24 17:34:06,2019-06-24 17:35:44,,,,,,,,,,,,
742,2019-06-24 17:35:47,2019-06-24 17:37:24,,,,,,,,,,,,
743,2019-06-24 17:37:27,2019-06-24 17:45:00,,00:01:44.4540000,00:03:22.9790000,00:01:32.9240000,,,,,,,,
744,2019-06-24 17:47:09,2019-06-24 17:48:12,,,,,,,,,,,,
745,2019-06-24 17:48:15,2019-06-24 18:07:44,,00:01:40.9190000,00:03:16.2170000,00:01:26.6270000,00:03:00,00:01:26.4780000,00:01:10,00:02:06.2050000,00:02:02.2770000,00:01:49.2410000,00:01:34.7990000,
746,2019-06-24 22:36:03,2019-06-24 22:51:38,,00:01:40.3590000,00:03:25.0830000,00:01:26.7500000,00:03:00,00:01:28.5390000,00:01:10,00:01:59.1590000,00:02:24.9520000,,,
747,2019-06-24 22:51:40,2019-06-24 22:53:15,,,,,,,,,,,,
748,2019-06-24 22:53:18,2019-06-24 22:56:37,,00:01:42.0690000,,,,,,,,,,
749,2019-06-24 22:56:41,2019-06-24 22:58:15,,,,,,,,,,,,
750,2019-06-24 22:58:18,2019-06-24 23:05:49,,00:01:40.6950000,00:03:30.6460000,00:01:25.1400000,,,,,,,,
751,2019-06-24 23:05:52,2019-06-24 23:11:26,,00:01:42.0970000,,,,,,,,,,
752,2019-06-24 23:14:51,2019-06-24 23:19:52,,00:01:41.2690000,,,,,,,,,,
753,2019-06-24 23:19:55,2019-06-24 23:39:31,,00:01:43.9410000,00:03:18.4620000,00:01:26.0670000,00:03:00,00:01:26.6870000,00:01:10,00:02:01.0410000,00:01:56.7030000,00:01:45.6590000,00:01:14.2290000,
754,2019-06-24 23:39:32,2019-06-24 23:40:36,,,,,,,,,,,,
755,2019-06-24 23:40:39,2019-06-24 23:42:16,,,,,,,,,,,,
756,2019-06-24 23:42:19,2019-06-24 23:45:18,,00:01:40.8510000,,,,,,,,,,
757,2019-06-24 23:45:21,2019-06-24 23:46:25,,,,,,,,,,,,
758,2019-06-24 23:46:39,2019-06-25 00:03:27,,00:01:41.3960000,00:03:33.8760000,,,,,,,,,
759,2019-06-25 00:03:30,2019-06-25 00:05:08,,,,,,,,,,,,
760,2019-06-25 00:05:10,2019-06-25 00:06:19,,,,,,,,,,,,
761,2019-06-25 00:06:22,2019-06-25 00:07:27,,,,,,,,,,,,
762,2019-06-25 00:07:29,2019-06-25 00:09:08,,,,,,,,,,,,
763,2019-06-25 00:09:11,2019-06-25 00:10:14,,,,,,,,,,,,
764,2019-06-25 00:10:16,2019-06-25 00:10:17,,,,,,,,,,,,
765,2019-06-25 00:10:24,2019-06-25 00:12:03,,,,,,,,,,,,
766,2019-06-25 00:12:05,2019-06-25 00:13:39,,,,,,,,,,,,
767,2019-06-25 00:13:44,2019-06-25 00:15:25,,,,,,,,,,,,
768,2019-06-25 00:15:28,2019-06-25 00:18:42,,00:01:40.1380000,,,,,,,,,,
769,2019-06-25 00:24:32,2019-06-25 00:25:36,,,,,,,,,,,,
770,2019-06-25 00:25:40,2019-06-25 00:27:12,,,,,,,,,,,,
771,2019-06-25 00:27:15,2019-06-25 00:28:48,,,,,,,,,,,,
772,2019-06-25 00:28:51,2019-06-25 00:29:55,,,,,,,,,,,,
773,2019-06-25 00:29:58,2019-06-25 00:31:33,,,,,,,,,,,,
774,2019-06-25 00:31:36,2019-06-25 00:34:45,,00:01:42.1020000,,,,,,,,,,
775,2019-06-25 00:34:48,2019-06-25 00:35:52,,,,,,,,,,,,
776,2019-06-25 00:36:08,2019-06-25 00:37:13,,,,,,,,,,,,
777,2019-06-25 00:37:15,2019-06-25 00:38:49,,,,,,,,,,,,
778,2019-06-25 00:38:51,2019-06-25 00:39:54,,,,,,,,,,,,
779,2019-06-25 00:39:57,2019-06-25 00:47:26,,00:01:42.5590000,00:03:28.7110000,,,,,,,,,
780,2019-06-25 00:47:31,2019-06-25 00:47:33,,,,,,,,,,,,
781,2019-06-25 00:47:37,2019-06-25 00:55:04,,00:01:44.4410000,00:03:20.5810000,00:01:26.0900000,,,,,,,,
782,2019-06-25 00:55:07,2019-06-25 00:56:43,,,,,,,,,,,,
783,2019-06-25 00:56:49,2019-06-25 00:58:37,,,,,,,,,,,,
784,2019-06-25 00:58:39,2019-06-25 01:00:17,,,,,,,,,,,,
785,2019-06-25 01:00:23,2019-06-25 01:03:42,,00:01:40.8110000,,,,,,,,,,
786,2019-06-25 01:03:45,2019-06-25 01:08:25,,00:01:41.6460000,,,,,,,,,,
787,2019-06-25 01:08:27,2019-06-25 01:10:10,,,,,,,,,,,,
788,2019-06-25 01:10:16,2019-06-25 01:11:19,,,,,,,,,,,,
789,2019-06-25 01:11:22,2019-06-25 01:31:03,00:19:44.2240000,00:01:42.9520000,00:03:12.6030000,00:01:24.8140000,00:03:00,00:01:29.5050000,00:01:10,00:02:08.4080000,00:01:44.1380000,00:02:18.9750000,00:01:08.7110000,00:02:20.1140000
790,2019-06-25 01:31:12,2019-06-25 01:36:23,,00:01:40.0940000,,,,,,,,,,
791,2019-06-25 01:36:26,2019-06-25 01:44:09,,00:01:40.3460000,00:03:39.1810000,00:01:24.2860000,,,,,,,,
792,2019-06-25 01:44:15,2019-06-25 01:46:02,,,,,,,,,,,,
793,2019-06-25 01:46:06,2019-06-25 01:49:18,,00:01:41.4940000,,,,,,,,,,
794,2019-06-25 01:49:23,2019-06-25 01:50:26,,,,,,,,,,,,
795,2019-06-25 01:50:27,2019-06-25 01:50:28,,,,,,,,,,,,
796,2019-06-25 01:50:30,2019-06-25 01:51:33,,,,,,,,,,,,
797,2019-06-25 01:51:36,2019-06-25 01:52:39,,,,,,,,,,,,
798,2019-06-25 01:52:42,2019-06-25 02:08:42,,00:01:52.4910000,00:03:14.1020000,00:01:27.2980000,00:03:00,00:01:29.7640000,00:01:10,00:02:03.5010000,00:02:06.9830000,,,
799,2019-06-26 19:30:02,2019-06-26 19:31:06,,,,,,,,,,,,
800,2019-06-26 19:31:09,2019-06-26 19:33:55,,00:01:41.4300000,,,,,,,,,,
801,2019-06-26 19:34:01,2019-06-26 19:52:26,,00:01:42.2930000,00:03:13.1150000,00:01:23.4560000,00:03:00,00:01:44.4180000,00:01:10,00:02:03.4600000,00:01:53.2990000,00:01:48.4580000,00:01:09.8470000,
802,2019-06-30 20:56:24,2019-06-30 21:06:47,,00:01:46.0210000,00:03:20.1950000,00:01:28.8390000,00:03:00,00:01:26.7580000,,,,,,
803,2019-06-30 21:06:53,2019-06-30 21:14:07,,00:01:41.6740000,00:03:14.0010000,00:01:28.2940000,,,,,,,,
804,2019-06-30 21:14:12,2019-06-30 21:16:45,,00:01:46.5770000,,,,,,,,,,
805,2019-06-30 21:16:48,2019-06-30 21:17:51,,,,,,,,,,,,
806,2019-06-30 21:17:54,2019-06-30 21:19:28,,,,,,,,,,,,
807,2019-06-30 21:19:31,2019-06-30 21:20:34,,,,,,,,,,,,
808,2019-06-30 21:22:15,2019-06-30 21:22:23,,,,,,,,,,,,
809,2019-06-30 21:22:26,2019-06-30 21:25:04,,00:01:40.5940000,,,,,,,,,,
810,2019-06-30 21:25:10,2019-06-30 21:32:45,,00:01:41.2140000,00:03:30.4540000,00:01:28.9400000,,,,,,,,
811,2019-06-30 21:32:47,2019-06-30 21:44:42,,00:01:41.2400000,00:03:25.4370000,00:01:26.9200000,00:03:00,00:01:39.2690000,00:01:10,,,,,
812,2019-07-02 00:08:26,2019-07-02 00:08:36,,,,,,,,,,,,
813,2019-07-02 00:08:54,2019-07-02 00:21:12,,00:01:51.7060000,00:03:23.7820000,00:01:24.5560000,00:03:00,00:01:29.8400000,00:01:10,,,,,
814,2019-07-02 00:21:18,2019-07-02 00:33:22,,00:01:40.8420000,00:03:22.3370000,00:01:24.0500000,00:03:00,00:01:45.7520000,00:01:10,,,,,
815,2019-07-02 00:33:27,2019-07-02 00:34:31,,,,,,,,,,,,
816,2019-07-02 00:34:35,2019-07-02 00:34:43,,,,,,,,,,,,
817,2019-07-02 00:34:46,2019-07-02 00:36:29,,,,,,,,,,,,
818,2019-07-02 00:36:32,2019-07-02 00:38:24,,,,,,,,,,,,
819,2019-07-02 00:38:26,2019-07-02 00:40:00,,,,,,,,,,,,
820,2019-07-02 00:40:03,2019-07-02 00:41:41,,,,,,,,,,,,
821,2019-07-02 00:41:44,2019-07-02 00:43:22,,,,,,,,,,,,
822,2019-07-02 00:43:25,2019-07-02 00:52:50,,00:01:40.9450000,00:03:18.9970000,00:01:25.4760000,00:03:00,,,,,,,
823,2019-07-02 00:52:53,2019-07-02 00:56:00,,00:01:41.2910000,,,,,,,,,,
824,2019-07-02 00:56:05,2019-07-02 01:15:43,,00:01:40.7910000,00:03:18.5910000,00:01:26.1190000,00:03:00,00:01:51.5370000,00:01:10,00:02:03.7420000,00:01:39.5540000,00:01:46.2730000,00:01:18.2050000,
825,2019-07-14 21:16:27,2019-07-14 21:25:46,,00:01:50.2630000,00:03:23.9240000,00:01:23.3510000,00:03:00,,,,,,,
826,2019-07-14 21:25:49,2019-07-14 21:33:29,,00:01:44.8870000,00:03:36.2630000,00:01:28.4920000,,,,,,,,
827,2019-07-14 21:33:32,2019-07-14 21:35:09,,,,,,,,,,,,
828,2019-07-14 21:35:12,2019-07-14 21:50:52,,00:01:51.8210000,00:03:25.1880000,00:01:30.0030000,00:03:00,00:01:36.2750000,00:01:10,00:02:03.0630000,00:02:02.6920000,,,
829,2019-07-14 21:50:53,2019-07-14 21:52:28,,,,,,,,,,,,
830,2019-07-14 21:52:31,2019-07-14 21:54:15,,,,,,,,,,,,
831,2019-07-14 21:54:18,2019-07-14 21:55:53,,,,,,,,,,,,
832,2019-07-14 21:55:56,2019-07-14 21:56:59,,,,,,,,,,,,
833,2019-07-14 21:57:02,2019-07-14 22:13:03,,00:01:41.9000000,00:03:14.3080000,00:01:23.5910000,00:03:00,00:01:32.0610000,00:01:10,00:02:06.9340000,00:02:05.4410000,,,
834,2019-07-14 22:13:06,2019-07-14 22:14:42,,,,,,,,,,,,
835,2019-07-14 22:14:45,2019-07-14 22:16:30,,,,,,,,,,,,
836,2019-07-18 20:34:18,2019-07-18 21:29:13,,,,,,,,,,,,
837,2019-07-18 21:29:34,2019-07-18 21:36:53,,00:01:41.7970000,00:03:26.2770000,00:01:23.5080000,,,,,,,,
838,2019-07-18 21:36:58,2019-07-18 21:40:11,,00:01:41.6480000,,,,,,,,,,
839,2019-07-18 21:40:14,2019-07-18 21:41:49,,,,,,,,,,,,
840,2019-07-18 21:41:52,2019-07-18 22:01:11,00:19:22.0300000,00:01:41.7760000,00:03:15.6200000,00:01:32.6220000,00:03:00,00:01:46.0680000,00:01:10,00:02:04.6320000,00:01:47.1620000,00:01:40.0370000,00:01:14.7240000,00:02:05.4380000
841,2019-07-18 22:04:03,2019-07-18 22:04:56,,,,,,,,,,,,
842,2019-07-18 22:07:44,2019-07-18 22:08:49,,,,,,,,,,,,
843,2019-07-18 22:08:51,2019-07-18 22:12:27,,00:01:49.4570000,,,,,,,,,,
844,2019-07-18 22:12:33,2019-07-18 22:20:18,,00:01:39.9990000,00:03:33.4610000,00:01:24.5600000,,,,,,,,
845,2019-07-18 23:11:06,2019-07-18 23:11:21,,,,,,,,,,,,
846,2019-07-18 23:12:58,2019-07-18 23:14:02,,,,,,,,,,,,
847,2019-07-18 23:14:04,2019-07-18 23:19:25,,00:01:41.5730000,00:03:39.2790000,,,,,,,,,
848,2019-07-18 23:19:30,2019-07-18 23:21:10,,,,,,,,,,,,
849,2019-07-18 23:21:12,2019-07-18 23:23:50,,00:01:43.2410000,,,,,,,,,,
850,2019-07-18 23:23:52,2019-07-18 23:24:56,,,,,,,,,,,,
